"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Eif2ak1",9.8596670887177e-51,-0.11724788465684,0.266,0.34,3.39113389849357e-46
"Gpd2",1.00388805263826e-50,-0.115164456808007,0.303,0.38,3.45277256824402e-46
"Stk17b",1.00763434307224e-50,0.221647707230471,0.844,0.806,3.46565755956265e-46
"Hnrnpa0",1.09861908001227e-50,-0.101106561359427,0.268,0.339,3.77859046379421e-46
"Rbbp5",1.41444471239538e-50,-0.327872007609367,0.089,0.147,4.86484114381267e-46
"Mipol1",1.44929848068547e-50,-4.43078253440841,0.001,0.034,4.9847171944696e-46
"Mta2",1.53223898399221e-50,-0.126323399144094,0.263,0.336,5.2699827615428e-46
"Pigyl",1.54537885799882e-50,-0.234384040243984,0.092,0.143,5.31517604420116e-46
"Plekha2",1.60142989791636e-50,0.246444527963462,0.389,0.387,5.50795799089353e-46
"N4bp2",1.61444803294752e-50,-0.284409757224584,0.049,0.091,5.5527325645197e-46
"Gm4739",1.78487784288159e-50,-0.176881890887139,0.058,0.098,6.13890885280693e-46
"Efr3a",1.81198647002057e-50,-0.258870119212154,0.086,0.139,6.23214626498874e-46
"Pcbd2",1.99686899686638e-50,-0.59725014578764,0.039,0.088,6.86803122782222e-46
"Dctn1",2.45894176882858e-50,-0.130329176346505,0.199,0.263,8.45728431970902e-46
"Ubn1",2.69212278322337e-50,-0.204915766263344,0.197,0.272,9.25928710061844e-46
"Hnrnph1",3.13809403967229e-50,-0.255069378985033,0.183,0.261,1.07931606400489e-45
"Gm14303",3.2690044700366e-50,-0.323953945181199,0.051,0.095,1.12434139742439e-45
"Tsg101",3.29081621343051e-50,-0.201074178387167,0.137,0.198,1.13184332844729e-45
"Rps7",3.46821244497877e-50,-0.389215336544357,0.227,0.334,1.192856988326e-45
"Hnrnpll",3.80432123219373e-50,-0.181922353224361,0.189,0.262,1.30845824460071e-45
"Nucb1",3.87695927250669e-50,-0.136019859443202,0.226,0.294,1.33344137218595e-45
"Tcf3",4.38476339756182e-50,-0.368008019091098,0.053,0.102,1.50809552295741e-45
"Atp5j",4.38497586216952e-50,-0.324248333002795,0.134,0.204,1.50816859803458e-45
"Mtf1",4.43864361165141e-50,-0.215226378933121,0.089,0.14,1.52662708379138e-45
"Ankrd28",4.48088937941824e-50,-0.156323353657284,0.14,0.2,1.54115709315711e-45
"Pias1",4.76523843385183e-50,-0.135840642913061,0.298,0.381,1.638956106939e-45
"B230219D22Rik",5.18735782280255e-50,-0.112167696929738,0.231,0.298,1.78413984957471e-45
"Pycard",5.3439375481229e-50,0.132478099140087,0.178,0.207,1.83799388030139e-45
"Uqcrfs1",5.70742018064514e-50,-0.149558153569464,0.096,0.142,1.96301009693109e-45
"Ola1",5.82729451953935e-50,-0.614708744089923,0.042,0.091,2.00423967705036e-45
"Pik3cg",6.00345381707488e-50,0.19970758098197,0.574,0.571,2.06482790584473e-45
"Dock11",6.30800543706528e-50,0.161095517244914,0.382,0.406,2.16957539002423e-45
"Nono",6.37502349613772e-50,-0.468043803639375,0.235,0.353,2.19262558126161e-45
"Gcc2",6.69476351795703e-50,-0.262936862802966,0.199,0.281,2.30259696436614e-45
"Enpp4",6.71757184860129e-50,-1.01412764747107,0.029,0.082,2.31044166160793e-45
"Nceh1",6.85994715752286e-50,-0.172062200976864,0.125,0.179,2.35941022535841e-45
"Ccdc88a",7.14373920836035e-50,-0.450277743840809,0.044,0.091,2.45701766332346e-45
"Plagl2",7.27218208848064e-50,-0.34234421777979,0.126,0.196,2.50119430751203e-45
"Sdha",7.32403954353796e-50,-0.334505612774202,0.139,0.213,2.51903016060444e-45
"Magt1",7.3561572318941e-50,0.175516306719144,0.112,0.135,2.53007671833766e-45
"Ube2r2",7.61019015617307e-50,0.202302211759881,0.459,0.467,2.61744880231417e-45
"Elf2",7.8885992063022e-50,-0.10191420609095,0.218,0.283,2.71320481101558e-45
"Tlk1",8.4023528466168e-50,-0.137432145412733,0.135,0.19,2.88990523806538e-45
"Anapc1",8.50017188629319e-50,-0.213339245536283,0.052,0.091,2.92354911857168e-45
"2510039O18Rik",8.79658573562558e-50,-0.109495103927045,0.255,0.325,3.02549769791106e-45
"Cdc123",9.52576423416899e-50,-0.255331581385809,0.141,0.209,3.27629135070008e-45
"Ubqln2",1.01518662613139e-49,-0.246318600681193,0.061,0.107,3.49163288191631e-45
"Mapk4",1.12186560862069e-49,-0.610131312022248,0.063,0.126,3.85854457429001e-45
"Uqcr11",1.13282730742894e-49,-0.176792045621853,0.091,0.139,3.89624624117111e-45
"Cntrl",1.20644156118354e-49,-0.132525947475974,0.321,0.407,4.14943510553467e-45
"Msl3",1.25341641978424e-49,-0.376485843479974,0.061,0.111,4.31100043420591e-45
"Fam120a",1.25616478910673e-49,-0.197182870026961,0.232,0.311,4.32045317565369e-45
"Fam168b",1.40990518131615e-49,0.107740230071461,0.303,0.339,4.84922788061876e-45
"Pak2",1.42780257300794e-49,0.125393086012834,0.817,0.828,4.91078416960352e-45
"Skp2",1.43144210736425e-49,-4.23053238162511,0.001,0.034,4.92330198406862e-45
"Slirp",1.51653956178601e-49,-0.991166005562038,0.02,0.064,5.2159861688068e-45
"Rpn1",1.58287041448763e-49,0.123612227402608,0.148,0.175,5.44412450358875e-45
"Pgm1",1.58373799489035e-49,-0.298797052380662,0.096,0.153,5.44710845962586e-45
"Hirip3",1.60648859873159e-49,-2.46037625047984,0.002,0.032,5.52535688647743e-45
"Wdtc1",1.60797059448479e-49,-0.132473933675198,0.227,0.296,5.53045406267099e-45
"Acadl",1.76080023604943e-49,-0.346567161977246,0.28,0.39,6.05609633186841e-45
"Rps18-ps3",1.98482014516689e-49,-8.28190615001987,0,0.03,6.82659040728701e-45
"Fam160a2",2.06412035180943e-49,0.100211954522086,0.405,0.439,7.09933553801337e-45
"Iws1",2.12412977112207e-49,-0.219928970563531,0.123,0.183,7.30573193479725e-45
"Zfp395",2.20160421016641e-49,-0.753412367646159,0.02,0.061,7.57219752044633e-45
"Brd8",2.27201200168805e-49,-0.358624291462163,0.135,0.211,7.81435807860587e-45
"Hp1bp3",2.45869055212761e-49,-0.114239457761524,0.34,0.422,8.45642028498772e-45
"Tnfsf13b",2.46732210001955e-49,-0.194843417019326,0.222,0.298,8.48610763080725e-45
"Abcd3",2.47093753498012e-49,-0.767731288065055,0.03,0.076,8.49854255781063e-45
"Mapk1ip1l",2.54270401311024e-49,-0.14723489448003,0.185,0.249,8.74537618269135e-45
"Ndufs5",2.56860543041089e-49,-0.271823198167885,0.156,0.227,8.83446151735523e-45
"Ehmt2",2.57218369526701e-49,-1.66118754820371,0.01,0.052,8.84676860150136e-45
"Fmnl1",2.588332421113e-49,0.12661082929305,0.895,0.898,8.90231052917604e-45
"Pnp2",2.75061275627528e-49,-1.45338956716611,0.018,0.067,9.46045751393319e-45
"Ccdc25",2.92445016658939e-49,-0.419368361064431,0.051,0.1,1.00583539029676e-44
"Atp5o",3.00349371622339e-49,-0.119010007282158,0.195,0.253,1.03302162875787e-44
"Sfpq",3.11118990110104e-49,0.246255825281355,0.343,0.348,1.07006265458469e-44
"Sav1",3.5102479693467e-49,-0.100360071113852,0.17,0.227,1.2073146865771e-44
"Zranb2",3.53212763790458e-49,-0.302918781247832,0.157,0.233,1.2148399797809e-44
"Bub3",3.57075832632117e-49,-0.611778524630634,0.163,0.271,1.2281266187549e-44
"Pds5a",3.93400569686394e-49,-0.182428187339179,0.194,0.263,1.35306191937938e-44
"Hdac2",3.98446766338619e-49,-1.41011175493066,0.009,0.044,1.37041780814504e-44
"Ccdc88c",4.14497181018048e-49,0.122407663884081,0.478,0.505,1.42562160439347e-44
"Atrn",4.28618040105163e-49,0.127793587894624,0.269,0.3,1.4741888871377e-44
"Dock8",4.47596242491951e-49,0.118591730981873,0.684,0.707,1.53946251642682e-44
"Cenpt",4.66817670462618e-49,-1.01426876574149,0.013,0.048,1.60557269578913e-44
"Mfap1a",4.72955850965474e-49,-0.172870179654954,0.163,0.228,1.62668435381065e-44
"Rad54b",4.75646838050394e-49,-3.77319462018623,0.001,0.033,1.63593973479053e-44
"Ap3s1",4.76219147204885e-49,-0.148723305663208,0.334,0.422,1.63790813489648e-44
"Nop9",4.7671021219609e-49,-0.526021350971919,0.021,0.055,1.63959710382723e-44
"Atp2a2",5.31156089769661e-49,0.115605056777816,0.141,0.168,1.82685825515377e-44
"Emc1",5.70680411041787e-49,-0.115439754043898,0.062,0.098,1.96279820573712e-44
"Fuca2",6.34499093443365e-49,-0.274761296189454,0.165,0.239,2.18229618198911e-44
"Taok2",6.42558846087965e-49,-0.185814760609864,0.155,0.22,2.21001689523495e-44
"Slc39a11",6.76619588357328e-49,-0.24434901401065,0.137,0.2,2.32716541219619e-44
"Phf23",6.81030893337165e-49,-0.112026522832402,0.259,0.331,2.34233765454384e-44
"Btbd10",6.8959797893134e-49,-0.117713658311264,0.239,0.309,2.37180328873645e-44
"Uqcrq",7.33162764264333e-49,0.208629003165702,0.208,0.227,2.52164001141075e-44
"Ppp6r1",7.7060685219316e-49,-0.138409514788385,0.177,0.239,2.65042520743315e-44
"Chst12",7.8372666903491e-49,0.117122795041452,0.601,0.625,2.69554950547867e-44
"Smtn",8.2192508451039e-49,-1.8389852030669,0.006,0.04,2.82692913566504e-44
"Map11",8.42991500211403e-49,0.178802762049588,0.337,0.356,2.8993849658271e-44
"Desi1",8.73573719453146e-49,-0.9224144351267,0.022,0.067,3.00456945068715e-44
"Gphn",1.01415997477914e-48,-0.509632219043816,0.05,0.102,3.48810181725538e-44
"Lyar",1.05282222981275e-48,-1.58703460952687,0.012,0.055,3.62107677721797e-44
"Exo1",1.05358855199753e-48,-5.58124272114594,0,0.032,3.62371246574029e-44
"Spg7",1.08977115334777e-48,-0.348863398001552,0.076,0.129,3.74815890482434e-44
"Snrpa1",1.3239321293538e-48,-5.33777455285141,0,0.032,4.55353216569946e-44
"Etfa",1.32565232470894e-48,-0.186823371426013,0.058,0.098,4.55944860560392e-44
"1110004F10Rik",1.34834149602287e-48,-0.152782774587711,0.085,0.13,4.63748574142107e-44
"Tada2b",1.56652975178298e-48,-0.302330539893864,0.086,0.139,5.38792242828238e-44
"Stap1",1.7061828990935e-48,0.272945076095316,0.345,0.341,5.86824546314217e-44
"Rap1b",1.71538601936721e-48,0.107080893384237,0.727,0.75,5.89989867501159e-44
"Mrps14",1.79267759305017e-48,-0.114767259056471,0.101,0.144,6.16573531353675e-44
"Tmem9b",1.86921994602078e-48,-0.145073079707766,0.256,0.33,6.42899508234386e-44
"Trp53",1.88548078298024e-48,-0.752789944835998,0.03,0.077,6.48492260498223e-44
"Ppid",2.18791686202741e-48,-1.09223543695041,0.017,0.059,7.52512125525708e-44
"Tmem38b",2.34190998837057e-48,0.101022037128234,0.191,0.225,8.05476521400173e-44
"Ergic2",2.45505855698457e-48,-0.166415612019602,0.202,0.271,8.44392840089273e-44
"Mapk14",2.57147338677285e-48,0.182643485803859,0.536,0.541,8.84432556646654e-44
"Grn",2.70387040967635e-48,0.102709081096578,0.584,0.614,9.29969188704083e-44
"Ncbp3",3.29379580100738e-48,-0.289906405154689,0.133,0.202,1.13286812779848e-43
"Nup54",3.48254247105388e-48,-0.570960666270971,0.024,0.062,1.19778565749427e-43
"Flot1",3.59557268906402e-48,0.14339957629942,0.577,0.589,1.23666127067668e-43
"Capzb",3.65732854351436e-48,0.128501447577905,0.866,0.867,1.25790157925633e-43
"Ipo5",3.8223944184155e-48,-3.64117434170115,0.001,0.034,1.31467433626983e-43
"Mcph1",4.34065651514286e-48,-0.76525645852521,0.017,0.052,1.49292540181824e-43
"Wdr26",4.73454506368586e-48,0.126332867652928,0.676,0.689,1.62839942920411e-43
"Upf3b",4.96665355631713e-48,-0.264731141141328,0.074,0.122,1.70823082415971e-43
"Rsu1",5.00528845384021e-48,0.143928067200254,0.487,0.502,1.7215189108138e-43
"Eif6",5.17830484177753e-48,-0.100986151860395,0.154,0.207,1.78102616728096e-43
"Gnb1",5.26383109939182e-48,0.130508710089661,0.674,0.69,1.81044206832482e-43
"Ppp1r8",5.37644783070399e-48,-0.353466718950517,0.042,0.081,1.84917546689233e-43
"Gm8960",5.401157691103e-48,-0.63508415268015,0.036,0.082,1.85767417627796e-43
"Ostc",5.7234527203262e-48,0.243496195527288,0.211,0.223,1.96852432862899e-43
"Clock",5.7813384832581e-48,-0.110782400965509,0.133,0.184,1.98843355793179e-43
"Mthfd1l",5.83986456608876e-48,-3.06090918828858,0.002,0.033,2.00856301886057e-43
"Rsrp1",6.31402685039554e-48,0.143660130865145,0.776,0.779,2.17164639492504e-43
"Mrps15",6.43813006221148e-48,-0.146567804505255,0.068,0.11,2.21433045359702e-43
"Rufy1",6.81531091195552e-48,-0.216023923718831,0.068,0.113,2.34405803505798e-43
"Rnf115",7.3095417741094e-48,0.20712070733498,0.301,0.314,2.51404379778719e-43
"Gm3362",7.34539935959877e-48,-0.160270744333754,0.073,0.114,2.5263766557404e-43
"Cyb561a3",7.874327030943e-48,-0.259139118817497,0.111,0.168,2.70829603902253e-43
"Neat1",7.99699571339797e-48,0.244500386103288,0.637,0.606,2.7504867056661e-43
"Cisd2",8.34510402930149e-48,-0.38737455068941,0.082,0.142,2.87021507983795e-43
"H2-D1",8.78750675123443e-48,0.10866749792768,0.992,0.992,3.02237507201957e-43
"Ltn1",9.21822311271803e-48,-0.222893758860147,0.085,0.134,3.17051565738824e-43
"1700066M21Rik",9.41303145894671e-48,-1.50575350272725,0.01,0.048,3.23751803999013e-43
"Plscr1",1.02171924982343e-47,-0.256226865617382,0.314,0.414,3.51410118784269e-43
"Rab11a",1.03309956469462e-47,0.159863479067778,0.52,0.533,3.55324264281068e-43
"Ndufb6",1.07701435350803e-47,-0.19073363905287,0.116,0.17,3.70428316745553e-43
"Zc3h15",1.09937720231437e-47,-0.165604182970181,0.137,0.195,3.78119794964006e-43
"Calm3",1.19421336031727e-47,-0.108452887204505,0.375,0.458,4.1073774314752e-43
"Ipcef1",1.21650603570576e-47,0.104011691022516,0.53,0.563,4.1840508592064e-43
"Dnajc7",1.29727342903189e-47,-0.117567374919352,0.276,0.347,4.46184223181228e-43
"Ddx50",1.32685295800755e-47,-0.10028465771842,0.116,0.165,4.56357806377118e-43
"Nacc1",1.49569523635413e-47,-0.340877682460486,0.061,0.108,5.1442941959164e-43
"Igsf6",1.5131518073126e-47,0.107156655478757,0.545,0.574,5.20433432607096e-43
"Cast",1.72371876744219e-47,0.139213355440664,0.546,0.561,5.92855832874067e-43
"Cemip2",1.72925551939761e-47,-0.130710082122346,0.33,0.412,5.94760143341615e-43
"Ate1",1.80087654394462e-47,-0.180417270637026,0.117,0.17,6.19393478524311e-43
"0610010F05Rik",1.86132138560421e-47,-1.17043943334009,0.008,0.039,6.40182877364714e-43
"Tmem50a",1.91952971582677e-47,0.153029479561882,0.553,0.567,6.60203050461458e-43
"Rpl36",1.93873192318266e-47,-1.14182859124995,0.012,0.049,6.66807457659445e-43
"Nrros",2.00848403022211e-47,-0.241883949627628,0.371,0.48,6.90797997354592e-43
"Med11",2.0210211718978e-47,0.204612453508187,0.136,0.157,6.95110021862528e-43
"Fam204a",2.03889160686946e-47,-0.257077722616096,0.073,0.122,7.01256379266681e-43
"Mphosph6",2.10995090879137e-47,-0.758853162595616,0.024,0.064,7.25696515569703e-43
"Lsm12",2.23760300155512e-47,-0.102644833576278,0.155,0.207,7.69601176354867e-43
"Ing3",2.55209180491408e-47,0.133066834781105,0.155,0.185,8.77766455382149e-43
"Top2b",2.60168664747155e-47,0.130379815508527,0.288,0.319,8.94824105531366e-43
"Tmem138",2.7877120532414e-47,-0.916173438056604,0.029,0.079,9.58805683591848e-43
"Fam117b",2.93382494233405e-47,0.31090863675134,0.411,0.387,1.00905975066637e-42
"Pcsk7",2.96452887386363e-47,0.235939093723202,0.267,0.279,1.01962006087666e-42
"Pin1",2.96803974267834e-47,-0.339060359362777,0.047,0.089,1.02082758909679e-42
"Asns",3.000231233692e-47,-0.31376806701655,0.077,0.128,1.03189953051603e-42
"Mtf2",3.09943800515954e-47,-0.166463688922457,0.081,0.126,1.06602070749457e-42
"Ppp1r7",3.18314351647019e-47,-0.341452377409323,0.041,0.081,1.09481038105476e-42
"Pcif1",3.21702490283935e-47,-0.152666068059995,0.168,0.229,1.10646354508257e-42
"Mif",3.25266022209785e-47,-8.56344489871471,0,0.029,1.11871995678833e-42
"Socs4",3.26865189949543e-47,-0.293608044662242,0.08,0.135,1.12422013431246e-42
"Ube2z",3.31572949691954e-47,-0.144006502932164,0.132,0.185,1.14041200317051e-42
"Prkar2a",3.33756484675911e-47,-0.194003703655073,0.114,0.165,1.14792205339433e-42
"Ptpn2",3.37647993888142e-47,-0.134922613687077,0.112,0.166,1.16130651017888e-42
"Utp6",3.4092087356263e-47,-1.15282712194282,0.011,0.046,1.17256325253131e-42
"Ubtf",3.42348666998956e-47,-0.287361595419701,0.117,0.18,1.17747400527621e-42
"Erlin1",3.63758694316033e-47,-0.131571852003044,0.082,0.125,1.25111165323057e-42
"Tspan2",3.68287635316445e-47,-0.343611189283154,0.081,0.14,1.26668849290738e-42
"Lats2",3.70926413533843e-47,0.171146979250493,0.282,0.299,1.2757643067083e-42
"Ebi3",3.88435163155197e-47,0.151049400490075,0.399,0.42,1.33598390015598e-42
"Snrnp70",3.89626637557407e-47,-0.160629553082941,0.165,0.227,1.34008185721495e-42
"Nadk",3.98814389451358e-47,0.129303964917027,0.867,0.873,1.371682211079e-42
"Cep19",4.03164260513901e-47,0.177314691903762,0.349,0.363,1.38664315761151e-42
"Mkln1",4.09911348672527e-47,-0.112552891652068,0.172,0.232,1.40984909262429e-42
"Sms",4.61699879468651e-47,-5.65104513191543,0,0.031,1.58797056544448e-42
"Atp6v0b",4.72252922829776e-47,0.112452629254647,0.417,0.452,1.62426670278073e-42
"Pilra",4.72260252370792e-47,0.12170183051104,0.798,0.809,1.6242919120041e-42
"Agap2",4.94431289891285e-47,0.788672812397321,0.114,0.093,1.70054697845209e-42
"Ddx39b",4.96612406645817e-47,-0.366250682133478,0.162,0.247,1.70804871141762e-42
"Cop1",4.96645982750759e-47,0.140439112215223,0.389,0.415,1.70816419307296e-42
"Tbk1",5.02638298950527e-47,-0.103788614710651,0.156,0.21,1.72877416541044e-42
"Mrps16",5.30145652591432e-47,-0.28019372044813,0.056,0.1,1.82338295752297e-42
"Rbm10",5.32504064718587e-47,-0.233636305535862,0.076,0.125,1.83149448019311e-42
"Pycr2",5.34234729847934e-47,-0.57279232960733,0.027,0.064,1.83744692983898e-42
"Zc3h18",5.37540187399307e-47,-0.144901824394847,0.104,0.151,1.84881572054118e-42
"Lypla2",5.65158436264396e-47,0.124291474337634,0.241,0.27,1.94380592568776e-42
"Mtmr6",5.73984806234947e-47,0.147375383317036,0.534,0.552,1.97416334256448e-42
"Znrf2",5.79943453346029e-47,-0.259279314086688,0.079,0.129,1.99465751343833e-42
"Aifm1",5.85178911260484e-47,-0.555918094967223,0.026,0.064,2.01266434738931e-42
"Rps6-ps4",5.96250885734005e-47,-0.893141378970825,0.016,0.053,2.05074529639354e-42
"Ptpa",6.10263391093273e-47,-0.322726134648161,0.038,0.075,2.0989399073262e-42
"Gabpa",6.33898426523617e-47,-0.372758648937997,0.101,0.164,2.18023024818533e-42
"Fkbp2",6.46567162653322e-47,-0.124348923727256,0.02,0.042,2.22380309922984e-42
"Fam49b",6.69682351588211e-47,0.14234662101509,0.774,0.782,2.30330548005249e-42
"Phf20l1",6.81926441004701e-47,0.149840142748891,0.603,0.616,2.34541780119157e-42
"Isca2",6.95127104840148e-47,-0.280464260098887,0.097,0.151,2.39082016438721e-42
"Arhgef2",7.25981543768452e-47,-0.102395933662863,0.386,0.465,2.49694092163722e-42
"Dnajc3",7.3224086247038e-47,0.11934207669466,0.194,0.226,2.51846922238063e-42
"Ccng2",7.38462928806278e-47,0.178061378120597,0.275,0.296,2.53986939733631e-42
"Maea",7.56831777911468e-47,0.113123172128531,0.293,0.323,2.6030472169487e-42
"Cops5",8.30822972314122e-47,-0.412853964363264,0.071,0.125,2.85753253097719e-42
"Ppp4r3a",8.6620899768178e-47,-0.196044359204647,0.136,0.195,2.97923922662671e-42
"Nsmce4a",9.87938713596645e-47,-0.314391076427745,0.036,0.072,3.3979164115443e-42
"Cuedc2",9.96701390822929e-47,-0.198560979977125,0.1,0.15,3.42805476359638e-42
"Rrbp1",1.10727213746783e-46,0.136441942433729,0.283,0.314,3.80835178960684e-42
"Pola1",1.1392136906228e-46,-1.38056420042094,0.012,0.052,3.91821156752805e-42
"Slc48a1",1.14263062223506e-46,0.112521854500697,0.107,0.137,3.92996376211526e-42
"Gmcl1",1.1501454961599e-46,-0.371610578541814,0.09,0.151,3.95581041949237e-42
"Gm34680",1.18906922766787e-46,-0.22922882277726,0.199,0.273,4.08968470164086e-42
"Rock1",1.20574723606408e-46,0.136517950769746,0.689,0.7,4.14704704371881e-42
"Taldo1",1.21913919311626e-46,0.129251263033711,0.961,0.958,4.19310734080406e-42
"Lamtor4",1.52030509489485e-46,0.15770383399819,0.574,0.585,5.22893734338134e-42
"Slc25a39",1.62609346027539e-46,-0.174754077569806,0.1,0.149,5.59278584727118e-42
"Ube2g1",1.72762214224848e-46,-0.179150329029209,0.134,0.193,5.94198359604944e-42
"Rfc4",1.81554952479669e-46,-4.668977408395,0,0.029,6.24440103558573e-42
"Atxn10",1.8551173921462e-46,0.140869130886579,0.695,0.703,6.38049075854765e-42
"Surf4",1.92161884818904e-46,0.128184136368871,0.311,0.338,6.60921586646138e-42
"Cand1",1.92766046776513e-46,-0.775250124135274,0.041,0.094,6.6299954128314e-42
"Nudcd2",2.07381722246085e-46,-4.03169249088255,0.001,0.033,7.13268695493184e-42
"Hsd17b11",2.16380977602358e-46,0.161983370202997,0.466,0.483,7.44220734365551e-42
"Rnf130",2.20233825161852e-46,0.14169937692848,0.784,0.789,7.57472218261674e-42
"Diaph1",2.25545550364863e-46,0.119779589167913,0.787,0.802,7.75741365924909e-42
"Med14",2.2967163906374e-46,-0.290772120220697,0.116,0.176,7.89932635395827e-42
"Atp1b1",2.43049250846194e-46,-6.30631676802913,0,0.03,8.359435933604e-42
"St13",2.51097215602457e-46,-0.423517768365774,0.071,0.126,8.63623763343089e-42
"Stx2",2.62577447785781e-46,-0.151726802416766,0.111,0.16,9.03108873914415e-42
"Psmg2",3.11076520677054e-46,-5.34209480982808,0,0.03,1.06991658521666e-41
"Gsdmd",3.34862959220828e-46,0.175488688923505,0.288,0.31,1.15172766194412e-41
"Ppp1r21",3.89445287706863e-46,-0.101334826478017,0.116,0.163,1.33945812253899e-41
"Nfya",4.04427592135808e-46,-0.124619809277356,0.144,0.197,1.3909882603919e-41
"Thoc6",4.08737388833112e-46,-0.394331458670973,0.03,0.063,1.4058113751526e-41
"Irak1",4.10323038992009e-46,-0.116252831645192,0.151,0.205,1.41126506030911e-41
"BC005537",4.84154321420808e-46,0.111426778115012,0.37,0.402,1.66520037309473e-41
"Gpi1",5.06880353694637e-46,0.108912592933769,0.794,0.807,1.74336428849733e-41
"Zbtb14",5.08367808689472e-46,-1.56049831910543,0.012,0.054,1.74848024120657e-41
"Pank2",5.40107427291143e-46,-0.312798959073344,0.091,0.148,1.85764548542516e-41
"Cdkn2aipnl",5.5263102656183e-46,-0.113254456764259,0.103,0.149,1.90071915275676e-41
"Gna12",5.66484287391058e-46,-0.215982387232444,0.076,0.121,1.9483660580528e-41
"Cracr2a",5.92071345457748e-46,-0.154296266924589,0.083,0.126,2.03637018556738e-41
"Frrs1",6.03914327334659e-46,-0.336691168682451,0.085,0.141,2.07710293743483e-41
"Ppme1",6.1365075379674e-46,-0.31294868584295,0.095,0.152,2.11059040260851e-41
"Bckdk",6.67490423028987e-46,-1.03615237246704,0.021,0.064,2.2957665609659e-41
"Sh3bp1",6.87386226468984e-46,-0.389526706310341,0.18,0.27,2.36419618731743e-41
"Suds3",7.12208007351992e-46,-0.209371906353054,0.186,0.257,2.44956822048644e-41
"Crtc3",7.15064808751338e-46,-0.449888131513824,0.148,0.234,2.45939390321935e-41
"Chd1l",7.51909747749154e-46,-0.289027622745517,0.038,0.074,2.58611838640844e-41
"Tcirg1",7.59868285178869e-46,-0.272455271508601,0.087,0.139,2.6134909800442e-41
"Psmg4",7.68845335557198e-46,-6.00603687003405,0,0.029,2.64436664711543e-41
"Sec23b",7.80653572771084e-46,-0.249510390884405,0.116,0.173,2.68497989818887e-41
"Atp6v1c1",8.87236786472874e-46,-0.269200909017061,0.127,0.189,3.0515622033948e-41
"Vmp1",9.39003509785219e-46,-0.334779564208405,0.274,0.38,3.22960867155528e-41
"Gm16286",9.92261447050247e-46,-0.105636305053929,0.103,0.148,3.41278402098462e-41
"Sntg1",1.04910991134763e-45,-0.90154881291908,0.02,0.061,3.60830862908904e-41
"Rp9",1.11070457904199e-45,-0.124922702911003,0.251,0.32,3.82015732915703e-41
"Srp19",1.16544222041958e-45,-0.158941715050059,0.159,0.217,4.0084219729111e-41
"Nhlrc2",1.22963649929051e-45,-0.295873137454251,0.142,0.212,4.22921177565977e-41
"Fgd4",1.23011070787217e-45,0.17039060836011,0.504,0.513,4.23084276865555e-41
"Rad17",1.24577224054875e-45,-0.14852458009882,0.123,0.173,4.28470904414338e-41
"Vps37b",1.26686435071998e-45,-0.144532239188371,0.148,0.204,4.35725324786629e-41
"Irf2",1.27629857052505e-45,0.161030747437179,0.623,0.633,4.38970130346387e-41
"Gm21596",1.31636629210645e-45,-8.71840931535772,0,0.027,4.52751022507093e-41
"Pgam1",1.48046137875113e-45,0.117211016292806,0.639,0.653,5.09189886607665e-41
"Emc7",1.53136198867149e-45,-0.316955348781989,0.086,0.139,5.26696642383671e-41
"Slc25a5",1.56513629773368e-45,-0.120853691148153,0.275,0.346,5.38312978242523e-41
"Ndufa10",1.62361122861096e-45,-0.233127469147587,0.079,0.125,5.58424845968455e-41
"Xpnpep1",1.63991986027553e-45,-0.514596794385153,0.025,0.058,5.64034036743167e-41
"Acap1",1.65034840350923e-45,0.178180632579613,0.331,0.346,5.67620829902964e-41
"Tnk2",1.7608331825752e-45,-0.27477323995383,0.063,0.107,6.05620964814914e-41
"Rpl9-ps6",1.85389432259524e-45,-0.377503820240478,0.052,0.096,6.37628413313408e-41
"Gm28875",1.85559516894793e-45,-0.854664013295396,0.019,0.056,6.38213402407951e-41
"Rbm6",1.8743109141615e-45,-0.112193361944612,0.158,0.213,6.44650495816705e-41
"Fxr2",2.02363205335544e-45,-0.335522188414913,0.086,0.142,6.9600800843107e-41
"Bbip1",2.07230487937793e-45,0.168404532728814,0.269,0.289,7.12748540213244e-41
"Pla2g4a",2.129704788351e-45,-0.109987455900794,0.142,0.194,7.32490664905441e-41
"Supt20",2.51303179756614e-45,0.181535519594056,0.29,0.309,8.64332156454899e-41
"Mrps12",2.5566177385809e-45,-0.516472355423516,0.038,0.08,8.79323105007516e-41
"Rplp2",2.7302951832933e-45,-0.251607209230061,0.231,0.316,9.39057725341899e-41
"Ada",2.98337543668951e-45,-0.61164826860796,0.045,0.093,1.02610214769499e-40
"Arhgap9",3.00170804291295e-45,0.129225532140481,0.672,0.689,1.03240746427948e-40
"Actr2",3.23985176629658e-45,0.110378502395046,0.787,0.797,1.11431461650005e-40
"Ep300",3.35457371837354e-45,0.113346239308821,0.647,0.669,1.1537720846974e-40
"Pmpcb",3.40296528416798e-45,-0.161380901354139,0.094,0.141,1.17041587983674e-40
"Plrg1",3.55147399102984e-45,-0.345516620397324,0.064,0.111,1.2214939644748e-40
"Tbc1d31",3.71641106391369e-45,-1.08992903933845,0.013,0.049,1.27822242132247e-40
"Gins3",3.81274645715327e-45,-2.03599634157125,0.006,0.04,1.3113560164733e-40
