"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Nap1l1",0,-7.33441239551466,0.001,0.197,0
"Rps2",7.20678305129548e-296,-7.32055808066797,0.001,0.181,2.47870096266257e-291
"Rpl32",7.68053942399678e-289,-5.73015661669831,0.002,0.177,2.64164472948945e-284
"Rpl22",7.19722343630836e-262,-5.15344722628508,0.004,0.173,2.4754130286839e-257
"Ptma",4.19053097832974e-255,-6.04020288381503,0.003,0.153,1.44129122468673e-250
"Ran",8.56515321548251e-239,-7.2796705193117,0.001,0.147,2.94589879693305e-234
"Hnrnpab",1.00074024588518e-238,-6.80628749011079,0.001,0.145,3.4419460016975e-234
"Pclaf",1.75702101251704e-236,-7.0187916481119,0.001,0.148,6.04309807045112e-232
"Stmn1",3.28737829485087e-234,-6.77878056364388,0.001,0.148,1.13066089073101e-229
"Rps20",3.69085617656093e-234,-6.22702674534121,0.002,0.149,1.26943307336637e-229
"Rpsa",8.11797667585645e-231,-4.22572290744522,0.004,0.151,2.79209689789407e-226
"Anp32e",3.12166430831519e-228,-7.31199991723999,0.001,0.142,1.07366522220192e-223
"Banf1",2.34748452200312e-227,-6.60515710765796,0,0.137,8.07393826497752e-223
"Hsp90aa1",2.54778807838094e-226,-4.81698825307097,0.004,0.153,8.7628623167834e-222
"Mki67",1.29946422837144e-223,-4.17321124665235,0.006,0.153,4.46937726706074e-219
"Birc5",1.85221501076713e-223,-6.45034371232368,0.002,0.143,6.37050830803246e-219
"Nucks1",3.52134227724711e-223,-4.85286448146402,0.003,0.146,1.21113046283637e-218
"Tubb5",1.04073148557311e-221,-4.94556551409712,0.004,0.151,3.57949187148014e-217
"H2ax",1.10861299374137e-218,-6.60591655136645,0.002,0.14,3.81296353067408e-214
"Ccna2",6.54516230136544e-218,-6.61707025024807,0.002,0.14,2.25114312193163e-213
"Tuba1b",1.57151754518142e-216,-4.93339758082312,0.004,0.149,5.40507744489697e-212
"Tacc3",3.99280395181845e-213,-4.81914449736708,0.003,0.139,1.37328499118844e-208
"Ncapd2",4.32039349487409e-211,-4.3551890513957,0.004,0.142,1.485956138627e-206
"Smc2",7.02173424995271e-211,-4.28078266540969,0.004,0.142,2.41505527792874e-206
"Top2a",1.75588238539251e-208,-4.16355810917911,0.006,0.151,6.03918187631899e-204
"Snrpg",2.26100569091506e-208,-7.03278603830199,0.001,0.129,7.77650297333325e-204
"Cdk1",2.34747436733071e-207,-5.45014788839596,0.003,0.14,8.07390333899726e-203
"Ccnb2",5.48852126006326e-207,-7.95262878724828,0,0.127,1.88772200218616e-202
"Kif15",1.61224691836901e-205,-4.0611781770099,0.005,0.14,5.54516205103837e-201
"Cdca8",2.88058024532759e-205,-5.50977684751963,0.002,0.136,9.90746769577973e-201
"Alyref",3.13811161501281e-204,-4.46968218341009,0.005,0.143,1.07932210886751e-199
"Rrm2",7.36764287836014e-203,-6.22865333376424,0.002,0.131,2.53402709158319e-198
"Set",1.11639632989263e-200,-5.9149680952226,0.001,0.128,3.83973353703272e-196
"Gatm",1.11999680692135e-199,-6.90671578579442,0.001,0.125,3.85211701772529e-195
"Nuf2",7.19959650536588e-199,-5.18983737198867,0.002,0.129,2.47622922205554e-194
"Rrm1",5.88844388184396e-198,-4.8622488368029,0.003,0.131,2.02527138872141e-193
"Kif11",5.82665351566373e-197,-4.99692563296184,0.003,0.132,2.00401921017738e-192
"Ssrp1",8.61189348253676e-196,-4.72544315524008,0.003,0.13,2.96197464438369e-191
"Cks1b",1.3941449985245e-195,-5.37176552710521,0.001,0.123,4.79502230792516e-191
"Asf1b",1.30571171480763e-194,-5.53804428875506,0.002,0.125,4.49086487190936e-190
"Tpx2",6.39844289197682e-193,-4.4886732199904,0.004,0.134,2.20068044826651e-188
"Prc1",1.81134717615532e-192,-4.91044738280771,0.004,0.134,6.22994747766861e-188
"G3bp1",2.68627514234463e-190,-5.06084032338436,0.002,0.126,9.23917472458013e-186
"Ube2c",6.77340244611218e-189,-5.32119514744267,0.003,0.13,2.32964403731582e-184
"Mad2l1",1.02169477565306e-188,-7.65800753571245,0,0.116,3.51401701138112e-184
"Racgap1",1.18484787067423e-188,-4.77282986305726,0.003,0.125,4.07516576639694e-184
"Nusap1",2.91517931505938e-185,-4.89179938725755,0.004,0.128,1.00264677362152e-180
"Cenpe",1.1554852194053e-183,-3.99669793436205,0.005,0.128,3.9741758636226e-179
"Mcm4",2.71202428162596e-183,-11.0498695907578,0,0.11,9.32773631422432e-179
"Spc25",6.22183971324292e-181,-4.60149025820354,0.003,0.121,2.13993955097277e-176
"Ncaph",2.81101420091264e-180,-5.79382292585616,0.001,0.115,9.66820224261895e-176
"Ckap2l",4.65399992391425e-180,-4.40590453068541,0.004,0.123,1.60069673383107e-175
"Cdkn2c",5.24772821775761e-180,-6.31470554528744,0.001,0.113,1.80490364321555e-175
"Aurkb",1.08890545508835e-179,-6.2386080286094,0.001,0.113,3.74518142223087e-175
"Sgo2a",9.02809160042121e-177,-5.20981484232928,0.002,0.118,3.10512182504887e-172
"Cdca3",9.5819175843736e-176,-5.52070175918566,0.001,0.113,3.29560473396946e-171
"Cbx5",9.78086931340777e-176,-3.94955078945763,0.004,0.119,3.36403219165347e-171
"Pcna",2.69963071335769e-175,-7.88306254831689,0,0.109,9.28510987552243e-171
"Dbf4",2.36212380909121e-174,-4.47651995701866,0.002,0.112,8.12428862898831e-170
"Trim59",3.92404760070369e-174,-5.73616941410255,0.001,0.11,1.34963693178603e-169
"Knl1",1.1013211563146e-172,-4.04935831651776,0.004,0.118,3.78788398502844e-168
"Spc24",2.2152651855412e-171,-5.28531850203427,0.002,0.113,7.61918307915039e-167
"Hmmr",4.58288191053488e-171,-4.60741462941692,0.003,0.117,1.57623640430937e-166
"Prr11",1.93129897850753e-169,-5.5549270696388,0.002,0.114,6.64250970667879e-165
"Cenpf",3.201163168225e-169,-4.42916700783039,0.003,0.116,1.10100806007931e-164
"Dlgap5",2.46015943660686e-168,-5.51683876046738,0.001,0.109,8.46147236626563e-164
"Pbk",2.68348412895545e-168,-7.56211340166228,0,0.105,9.22957531312938e-164
"Snrpd1",3.51223753819904e-168,-5.6593942068371,0.001,0.106,1.20799897888818e-163
"Polh",6.81666775539697e-168,-5.00723326462562,0.001,0.106,2.34452470779123e-163
"Plk4",1.17491371984831e-164,-6.46280910753491,0.001,0.105,4.04099824804628e-160
"Ccnb1",5.06314412098629e-164,-4.87040120175488,0.002,0.108,1.74141778897202e-159
"Rps18",2.13163454052599e-163,-6.79583717534529,0,0.101,7.33154383868508e-159
"Cdkn3",4.16387837463903e-163,-5.35628141273038,0.002,0.107,1.43212432817335e-158
"Lig1",9.38954893784096e-163,-5.67180180388649,0.001,0.107,3.22944146168102e-158
"Rbbp7",1.3699131114591e-161,-7.47106951433641,0,0.101,4.71167915555243e-157
"Kif4",4.32616359728608e-161,-4.24924955904141,0.002,0.105,1.48794070765058e-156
"Csrp1",4.23564165435613e-160,-5.13744714927783,0.001,0.099,1.45680659059925e-155
"Kif20a",7.95773976850467e-160,-6.38338367587977,0.001,0.102,2.73698501597949e-155
"Ucp2",1.59347796626676e-159,0.220669620661023,0.974,0.96,5.48060811717791e-155
"Kif20b",2.37306295754607e-159,-4.44223891112942,0.003,0.109,8.16191273618396e-155
"Slc43a3",5.73364185750485e-159,-4.33665476258493,0.002,0.102,1.97202878047022e-154
"Rack1",1.64743917199022e-157,-3.36297451583017,0.007,0.119,5.66620228814318e-153
"Mcm5",1.31461503096041e-155,-6.24835821433842,0.001,0.101,4.52148693748524e-151
"Bub1",1.19248399672874e-154,-4.32038411012635,0.002,0.099,4.10142945834883e-150
"Stil",6.09575435972211e-154,-4.68171038569197,0.002,0.102,2.09657375448282e-149
"Dnajc9",7.17577956847592e-154,-6.60602369181976,0.001,0.099,2.46803762478161e-149
"Uhrf1",1.8070320544457e-152,-6.66210147052339,0.001,0.098,6.21510604806053e-148
"Ncapg",2.55921613420175e-151,-4.59804565975329,0.002,0.102,8.80216797197348e-147
"Plk1",3.34310730487261e-151,-5.31758973861391,0.001,0.098,1.14982832643789e-146
"Rps19",1.11778654764253e-150,-3.78999032765129,0.005,0.109,3.84451505196173e-146
"Cfl1",3.23020166826391e-150,0.127566067614601,0.993,0.994,1.11099556178269e-145
"Fbxo5",5.16100686708406e-150,-5.23552571712689,0.001,0.098,1.77507670186489e-145
"Rangap1",2.21398753427173e-148,-5.39235083523892,0.001,0.097,7.61478872537417e-144
"Anp32b",2.83079505885311e-148,-2.08872664307862,0.062,0.216,9.73623652541939e-144
"Cdc20",5.18302364204267e-148,-5.5160789382987,0.002,0.099,1.78264915144416e-143
"Ndc80",1.45934397627991e-146,-4.89311865124706,0.002,0.097,5.01926767201711e-142
"Pglyrp1",4.63809912330457e-146,0.162847509044494,0.973,0.963,1.59522781246938e-141
"Spag5",6.79225375670233e-146,-4.23746983875816,0.003,0.099,2.3361277570802e-141
"Snrpe",9.89107665954758e-146,-1.92030573678051,0.024,0.142,3.40193690628479e-141
"Ncapd3",1.11529149221748e-145,-2.7407474116849,0.01,0.119,3.83593355833281e-141
"Gmnn",1.9141439746902e-145,-6.15164239057036,0.001,0.093,6.58350678654947e-141
"Ccnf",5.67939193411705e-145,-4.78907812942846,0.002,0.096,1.95337006182022e-140
"Pfn1",5.06569811777883e-144,0.149011153914373,0.989,0.984,1.74229621062885e-139
"Ilf2",1.67541386798665e-143,-2.50110350821345,0.011,0.111,5.76241845755328e-139
"Depdc1a",3.69655558216695e-143,-4.19652135090398,0.003,0.098,1.2713933269305e-138
"Rcc2",6.25029225077885e-143,-3.58838990148639,0.003,0.093,2.14972551673288e-138
"Crispld2",1.69682514454259e-142,0.54236807919712,0.689,0.57,5.83606040213978e-138
"Cit",2.76265772600582e-142,-2.21526238661698,0.015,0.119,9.50188498282442e-138
"Nasp",4.09315286813057e-141,-9.07065546333406,0,0.087,1.40779899746483e-136
"Cip2a",1.99001179100681e-140,-4.38450380960621,0.002,0.093,6.84444655398882e-136
"Ckap2",2.17802654921196e-139,-4.52898320854962,0.003,0.096,7.49110451335962e-135
"Vasp",2.53703918050468e-139,0.167616617808877,0.97,0.965,8.7258925574278e-135
"Kif2c",5.87341774821786e-139,-5.61164468203897,0.001,0.091,2.02010330032205e-134
"Usp14",6.49317074234646e-139,-4.93449796093523,0.001,0.091,2.23326114512264e-134
"Sfxn1",8.38245948961113e-139,-4.93221976457218,0.002,0.092,2.88306311685685e-134
"Ect2",3.60025487417297e-138,-4.58887562258585,0.002,0.092,1.23827166142305e-133
"Npm1",4.099780846307e-138,-5.79672027847894,0.001,0.088,1.41007862427883e-133
"Actr3",1.37293966035335e-137,0.13841011497819,0.983,0.981,4.72208866781932e-133
"Cenph",3.54657905737394e-137,-4.91597395478594,0.001,0.088,1.21981040099319e-132
"Rps27l",5.72141420255762e-137,-10.3456802217311,0,0.083,1.96782320082767e-132
"Hmgb3",6.57135918259342e-135,-6.45548323740818,0.001,0.086,2.26015327726118e-130
"Arhgef39",1.45783880649523e-134,-4.71549774598922,0.002,0.088,5.01409079105968e-130
"Ybx3",3.83197543307723e-134,-5.20846406949939,0.001,0.089,1.31796963045258e-129
"Rpl36a",5.14739023143216e-134,-6.41185354429611,0,0.083,1.77039339619878e-129
"Fpr2",6.55486119442848e-134,0.28306387876143,0.922,0.856,2.25447895921173e-129
"Ccdc34",1.76742225463004e-133,-5.00167120359719,0.001,0.087,6.07887210257457e-129
"Incenp",3.25422256727726e-133,-1.93274722347942,0.028,0.148,1.11925730978934e-128
"Rpl14",7.12880958918885e-133,-4.65240180982171,0.002,0.087,2.45188277010561e-128
"Wfdc21",8.74173877479399e-131,0.157982434844632,0.96,0.947,3.00663363420265e-126
"Ska2",1.10087670697111e-130,-5.15139324367429,0.001,0.085,3.78635534595645e-126
"Hint1",1.54034148555446e-130,-6.16418119427325,0.001,0.084,5.29785050541601e-126
"Dtymk",4.0860652123082e-130,-4.04282661300904,0.002,0.082,1.40536126912128e-125
"Fen1",5.2527973503856e-130,-8.30371502542169,0,0.081,1.80664712069162e-125
"Kifc1",1.68562564320048e-129,-3.94215698052881,0.002,0.086,5.79754083722374e-125
"Mmp9",3.19303722061992e-129,0.263350371334945,0.964,0.862,1.09821322166001e-124
"Neil3",9.20749045257045e-129,-1.67351148807756,0.023,0.126,3.16682426625708e-124
"Clic4",1.55349158854786e-128,-5.17516108602768,0.001,0.082,5.34307896965151e-124
"Ncapg2",3.84036908433187e-128,-2.3737132338252,0.014,0.115,1.3208565428651e-123
"Cdk6",6.30762511460329e-128,-2.86961342803844,0.004,0.088,2.16944458191666e-123
"Igfbp4",1.00181981612724e-127,-6.59653776001454,0.001,0.083,3.44565907558801e-123
"Aurka",1.85499894196481e-127,-4.86509917839183,0.002,0.085,6.38008336099376e-123
"Ska3",2.47326844821267e-127,-6.17902901923648,0.001,0.081,8.50655950078264e-123
"Rpl3",2.90341320355588e-127,-3.9104814554191,0.002,0.082,9.9859993723101e-123
"Ezh2",4.48577868402396e-127,-1.84593268724845,0.029,0.145,1.5428387205832e-122
"Kntc1",7.97007889540032e-127,-5.78037170179723,0.001,0.081,2.74122893528399e-122
"Tipin",8.36046797504411e-127,-5.99553153597206,0.001,0.082,2.87549935533667e-122
"Gtse1",1.65615422745546e-126,-5.51012373730494,0.001,0.081,5.6961768499103e-122
"Dpy30",2.965468507973e-126,-2.06057632940105,0.018,0.119,1.01994323863223e-121
"Plaur",6.44594014472239e-126,0.292879843005375,0.872,0.829,2.21701665337582e-121
"Actl6a",6.73523559064452e-126,-6.73514271566084,0.001,0.081,2.31651692904628e-121
"Mcm7",7.28138249954804e-126,-5.26389373894157,0.001,0.084,2.50435869689455e-121
"Iqgap3",3.62073517645281e-125,-3.77690663277928,0.003,0.086,1.24531565658918e-120
"Krtcap2",1.11839285561652e-124,-6.90033157272995,0,0.079,3.84660038760746e-120
"Ms4a3",1.24004522220722e-123,-5.68069638497361,0.001,0.081,4.26501153725951e-119
"Mxd3",1.88972675643334e-123,-5.74796898639884,0.001,0.081,6.49952620607684e-119
"Prtn3",3.15606623446033e-123,-3.51567505094381,0.003,0.084,1.08549742068029e-118
"Esco2",3.60086972093013e-123,-5.18032535012233,0.002,0.084,1.23848313181671e-118
"Rpl5",3.60222303182576e-123,-1.23049446512032,0.074,0.216,1.23894858956615e-118
"Cdc7",7.84999566237114e-123,-4.4540746028375,0.002,0.083,2.69992750811593e-118
"Cgas",2.93454808570673e-122,-5.30279933366657,0.001,0.081,1.00930846859797e-117
"Alox5ap",3.45838402960456e-122,0.15453979930534,0.986,0.985,1.18947660314219e-117
"Lockd",4.23691662869174e-122,-3.09843639488371,0.004,0.082,1.45724510527224e-117
"Ttk",5.02741995039194e-122,-3.69818654579432,0.003,0.082,1.7291308177378e-117
"Stip1",5.31293493839351e-122,-1.35123288322523,0.037,0.145,1.82733084271106e-117
"Kif22",1.42911937676306e-121,-3.75027237162571,0.002,0.08,4.91531318443887e-117
"Hnrnpa1",2.32137320288793e-121,-2.44801994405297,0.01,0.101,7.98413099401275e-117
"Paics",2.94469780729063e-121,-5.74833085634292,0.001,0.079,1.01279936383954e-116
"Gen1",8.31641580075454e-121,-4.82913750733221,0.002,0.081,2.86034805051152e-116
"Rhob",1.40716839532093e-120,0.499074954061687,0.675,0.586,4.83981497886681e-116
"Flna",5.93584017613255e-120,0.175815914431162,0.928,0.911,2.04157287017903e-115
"Sgo1",1.22066085376695e-119,-5.40191061999411,0.001,0.078,4.19834094044605e-115
"Rpa3",3.15267358674294e-119,-2.3204137258789,0.01,0.091,1.08433055342437e-114
"Pmf1",4.52743126144349e-119,-1.21795777449211,0.033,0.127,1.55716470806088e-114
"Ranbp1",1.62486183881038e-118,-6.80330607759334,0.001,0.076,5.58854980840441e-114
"Chaf1a",1.7094891778913e-118,-4.60161519785036,0.002,0.078,5.87961707843934e-114
"H1f5",1.88763685576216e-118,-3.71617095384299,0.002,0.079,6.49233820170838e-114
"AC159819.1",2.69466079081264e-118,-1.52368632032915,0.028,0.127,9.26801632392101e-114
"Atp5g1",3.01374440627432e-118,-7.20764419620905,0,0.075,1.03654725109399e-113
"Snrpf",9.83840644630242e-118,-7.46133731135699,0,0.073,3.38382151314125e-113
"Foxm1",4.08361531130054e-117,-4.76086784476497,0.002,0.079,1.40451865016871e-112
"Ckap4",7.78196094382777e-117,0.168852471632627,0.932,0.914,2.67652764702012e-112
"Clspn",2.66090184713034e-116,-3.70033526383878,0.002,0.076,9.15190581302011e-112
"Larp1",2.68091444908066e-116,-1.29080351579169,0.045,0.158,9.22073715616801e-112
"Mis18bp1",3.14369166390784e-116,-2.39997754956932,0.009,0.092,1.08124131088446e-111
"Hspa5",3.28147992998474e-116,0.504758728168813,0.436,0.395,1.12863220711895e-111
"Bard1",4.39325342274173e-116,-4.12057749943677,0.002,0.077,1.51101558221779e-111
"Rpl35",6.23486809340726e-116,-1.16213180414373,0.027,0.106,2.14442053204649e-111
"Eef1g",1.15521920255203e-115,-5.35189995970949,0.002,0.08,3.97326092525747e-111
"Knstrn",2.35602420488508e-115,-4.39687688765245,0.002,0.08,8.10330965028173e-111
"Kif18b",3.56508577730813e-115,-4.44987647774157,0.002,0.078,1.22617560224736e-110
"Cdca2",3.87481033086844e-115,-3.11969987235687,0.004,0.078,1.33270226519889e-110
"Haus4",4.70149520595501e-115,-5.12722585075973,0.001,0.074,1.61703226113617e-110
"Pkmyt1",4.97565351835339e-115,-4.25989615157296,0.002,0.074,1.71132627110247e-110
"Samd1",1.6015256066278e-114,-4.80874645674756,0.002,0.079,5.50828717143565e-110
"Cep55",5.27824013159208e-114,-3.98889810784416,0.002,0.075,1.81539791085978e-109
"Rad51ap1",1.66919689085176e-113,-6.77758258550141,0,0.072,5.74103578639555e-109
"Actg1",3.20256076886372e-113,0.129963908357904,0.991,0.988,1.10148875084299e-108
"Eri1",3.49042186741571e-113,-2.18148624636191,0.013,0.098,1.20049569707896e-108
"Prdx5",7.40711095628792e-113,0.129387152284985,0.97,0.97,2.54760174230567e-108
"Arpc2",1.0464037860322e-112,0.144049303482242,0.987,0.984,3.59900118167916e-108
"Aspm",1.26691856382165e-112,-3.84027263358143,0.002,0.076,4.35743970840819e-108
"Suv39h1",1.11040156088967e-111,-5.23232187588654,0.001,0.075,3.81911512852392e-107
"Tcp1",1.19221242748847e-111,-4.78233933412626,0.001,0.074,4.10049542310383e-107
"Actb",1.82136743562029e-111,0.112180444293998,1,1,6.26441115807244e-107
"Rpl12",3.34104263223198e-111,-7.49099530013122,0,0.069,1.14911820292987e-106
"Retnlg",3.66973868784298e-111,0.300261304544882,0.929,0.782,1.26216992429671e-106
"Ulbp1",3.81495688624855e-111,-1.89059494681979,0.011,0.088,1.31211627145633e-106
"Hat1",4.4618601929097e-111,-4.88218926674659,0.001,0.075,1.53461219474936e-106
"Pa2g4",7.99584600804924e-111,-5.17607360773373,0.001,0.074,2.75009127600845e-106
"Gm49980",3.67383776279934e-110,-1.4389445638505,0.033,0.133,1.2635797601372e-105
"Tyms",5.16089162702483e-110,-5.78005803464121,0.001,0.072,1.77503706619892e-105
"S100a8",1.77466860624552e-109,0.113618071550925,0.994,0.992,6.10379520432083e-105
"Topbp1",3.89689531557556e-109,-1.2496377429641,0.026,0.108,1.34029817483906e-104
"Ptbp1",3.14334587609077e-108,-1.15219552066732,0.046,0.15,1.08112238062266e-103
"Prmt1",3.45455315804069e-108,-5.81537889968615,0.001,0.071,1.18815901317651e-103
"Ilf3",4.08259638859455e-108,-4.28967616749886,0.002,0.071,1.40416820189321e-103
"E2f8",6.43625455466953e-108,-1.64920723850558,0.026,0.121,2.21368539153304e-103
"Paxip1",7.54996513648304e-108,-2.36607806483946,0.01,0.089,2.59673500904198e-103
"Rplp1",1.07658596314822e-107,-0.867089581817725,0.127,0.276,3.70280976165199e-103
"Trip13",1.36863080105068e-107,-5.61575102243535,0.001,0.072,4.70726877713371e-103
"Mcm3",2.10466531992809e-107,-5.72683263411623,0.001,0.07,7.23878590136067e-103
"E2f7",4.66469377713128e-107,-5.17661978890764,0.001,0.068,1.60437477770653e-102
"Bub1b",6.2707454070157e-107,-3.40186324671664,0.003,0.071,2.15676017528898e-102
"Mrps28",6.4256418908501e-107,-8.27697388003674,0,0.067,2.21003527193898e-102
"Mmp8",9.28479201430919e-107,0.33100691063829,0.884,0.722,3.1934113654015e-102
"Lsm5",4.0511580522242e-106,-1.64677666598938,0.038,0.149,1.39335530048199e-101
"Gspt1",8.67887109722097e-106,-1.93580438032963,0.014,0.092,2.98501092517818e-101
"Rbmxl1",1.37278757640053e-105,-6.58516888856916,0,0.067,4.72156559027197e-101
"Lcn2",1.7094883034674e-105,0.127186255295438,0.964,0.962,5.87961407094578e-101
"Mcm6",1.87590259146892e-105,-5.75068904337736,0.001,0.071,6.45197937309821e-101
"Pdia3",2.37110281324515e-105,0.354164928162225,0.384,0.377,8.15517101587538e-101
"Pdik1l",4.17563572438881e-105,-2.24873814216143,0.012,0.092,1.43616815104629e-100
"Espl1",8.63879120509332e-105,-4.93304306982347,0.001,0.069,2.9712258470798e-100
"Calr",8.75361289253588e-105,1.0741837194282,0.338,0.163,3.01071761825879e-100
"Actn1",1.46852888175854e-104,0.164811455873659,0.957,0.945,5.05085823592034e-100
"Hsp90b1",3.10577513132048e-104,0.573043357648496,0.325,0.282,1.06820029866637e-99
"Coro1a",3.6688411000997e-104,0.136082645328459,0.991,0.989,1.26186120796829e-99
"Arhgdib",4.9059506134676e-104,0.134874198095798,0.952,0.945,1.68735265399605e-99
"Lipg",7.34489417064696e-104,-1.24564179109683,0.105,0.261,2.52620290105231e-99
"Rps17",1.1061982432054e-103,-1.25227016271254,0.062,0.184,3.80465823768065e-99
"Fignl1",1.25836864776373e-103,-9.69964597616927,0,0.063,4.32803312711858e-99
"Dbi",1.43731891694035e-103,-1.43923675629434,0.037,0.138,4.94351468292463e-99
"Atad2",1.7580337687628e-103,-1.99979016039857,0.02,0.112,6.04658134428279e-99
"Hmgn5",3.9834950465537e-103,-4.27110575752959,0.001,0.066,1.37008328631168e-98
"Cdca4",6.56645513557852e-103,-1.22218309978573,0.068,0.195,2.25846657933088e-98
"S100a6",6.89793721249698e-103,0.254247755492164,0.932,0.794,2.37247652486621e-98
"Tk1",1.37819283379196e-102,-5.44012470528235,0.001,0.069,4.74015643254408e-98
"Mat2a",1.89080325584861e-102,-0.816272449569625,0.031,0.099,6.5032287181657e-98
"Oxct1",2.70990593472454e-102,-1.61989859235069,0.017,0.092,9.32045047189158e-98
"Kif14",5.69699288800684e-102,-3.63654865337053,0.002,0.07,1.95942373390107e-97
"Rif1",7.19732062436657e-102,-3.28312387814915,0.004,0.077,2.47544645554464e-97
"Ddx39",1.13401044947864e-101,-1.11087196128175,0.019,0.084,3.90031553993683e-97
"Cntln",1.237948406633e-101,-1.97359527340214,0.013,0.093,4.25779974977352e-97
"Gas2l3",1.71185552776711e-101,-4.39870038299421,0.002,0.071,5.88775590220221e-97
"Cmc2",1.90041539899705e-101,-2.54330346524057,0.005,0.069,6.53628872331046e-97
"Dut",3.69602330227686e-101,-6.93417284864396,0,0.065,1.2712102545851e-96
"Anxa1",5.0451496062926e-101,0.144816621616857,0.937,0.93,1.73522875558828e-96
"Psip1",8.7692975256105e-101,-0.675023450193031,0.074,0.174,3.01611219095847e-96
"Ndc1",1.12799747814635e-100,-4.91928155099214,0.001,0.067,3.87963452633655e-96
"Eif2s1",3.85407226223301e-100,-2.41720449511055,0.009,0.081,1.32556961387242e-95
"Mis18a",4.70619941488423e-100,-0.799838720256167,0.082,0.191,1.61865022675528e-95
"Kif18a",5.70821209219675e-100,-4.4192711287195,0.002,0.071,1.96328246699015e-95
"Troap",8.3145313210355e-100,-4.15356938617953,0.002,0.068,2.85969990255695e-95
"Pold1",1.72690769813355e-99,-5.14779166188188,0.001,0.064,5.93952633696053e-95
"Rnps1",2.94793046466971e-99,-0.885610922475506,0.074,0.183,1.0139112040185e-94
"Zfp36",1.62364804834693e-98,0.228424422531721,0.979,0.953,5.58437509748443e-94
"Hnrnpr",3.34940408589444e-98,-1.33837810657696,0.032,0.122,1.15199404130254e-93
"Rpl13",3.47539989143078e-98,-0.86368224000876,0.106,0.236,1.1953290386587e-93
"Prim1",4.15910438655307e-98,-5.8441951929323,0.001,0.065,1.43048236271106e-93
"Ncoa4",5.33778952516781e-98,0.408087470885765,0.4,0.381,1.83587932928622e-93
"Fundc2",5.46146022366308e-98,-1.50523843515836,0.012,0.07,1.87841462932668e-93
"Melk",6.30326304074479e-98,-6.8538959138807,0,0.061,2.16794429023376e-93
"Kpna2",1.261588496198e-97,-2.30431741742889,0.009,0.079,4.33910747382341e-93
"Anln",1.80596331125403e-97,-1.16740007172884,0.044,0.142,6.21143021272711e-93
"Cd177",4.74121289427382e-97,0.208695493198883,0.873,0.83,1.63069276285654e-92
"Diaph3",5.05669799473467e-97,-1.82683489539746,0.012,0.081,1.73920070830904e-92
"B4galt6",5.15808826918228e-97,-0.979936251288346,0.084,0.207,1.77407287930255e-92
"Dnmt1",5.33851592772728e-97,-1.48179723391162,0.051,0.17,1.83612916818252e-92
"Cd52",6.6814577806871e-97,0.133026384845883,0.988,0.982,2.29802058908952e-92
"Sf3b3",7.38371724396077e-97,-1.29443267275359,0.021,0.094,2.53955570888787e-92
"Wdr76",9.07708753568528e-97,-4.17647689747125,0.001,0.06,3.12197348702359e-92
"Usp1",2.76431859035792e-96,-1.34990127089444,0.058,0.176,9.50759735967702e-92
"Atad5",7.39251353051447e-96,-4.04768557130486,0.002,0.066,2.54258110368515e-91
"Nrm",8.9244688889724e-96,-1.10429889110627,0.033,0.115,3.06948182967317e-91
"D030056L22Rik",3.02690878954869e-95,-2.54031912236736,0.006,0.071,1.04107500907737e-90
"Mcm2",4.66733525177005e-95,-7.50582199749381,0,0.06,1.60528328649379e-90
"Smarcc1",6.83941302404351e-95,-3.70801757384892,0.002,0.065,2.35234771548952e-90
"Rfc5",8.12116208844277e-95,-7.26041639925758,0,0.06,2.79319248869901e-90
"Ncaph2",1.24364196110799e-94,-1.0350932221289,0.032,0.11,4.27738216103482e-90
"Ticrr",1.48387943353491e-94,-4.04043182238011,0.002,0.065,5.10365492369996e-90
"Dynll2",7.73241258292106e-94,-1.88561252832303,0.009,0.069,2.65948598376987e-89
"Rpl36a-ps3",1.1794207933508e-93,-5.51070247844673,0.001,0.06,4.05649987665074e-89
"Calm1",2.84522966165661e-93,0.158313458167818,0.881,0.882,9.78588289830176e-89
"Nsd2",4.70977517361228e-93,-1.10829415643637,0.035,0.118,1.61988007321221e-88
"Sf3a3",8.48966910384932e-93,-1.04915184240128,0.038,0.122,2.91993679157794e-88
"Arpc5",1.0042649267174e-92,0.133473169404493,0.977,0.974,3.45406878895182e-88
"Cenpc1",1.0077631229188e-92,-1.53519926492926,0.024,0.106,3.46610048496691e-88
"Rpa1",1.38441779224405e-92,-7.26800663602654,0,0.058,4.7615665546442e-88
"Nup205",1.95830991997685e-92,-5.35556361895196,0.001,0.061,6.73541113876838e-88
"Cdc25a",2.58510268063588e-92,-1.40130294441943,0.056,0.174,8.89120215977903e-88
"Tagln2",2.80870758655636e-92,-1.11381654418532,0.167,0.304,9.66026887320195e-88
"Mrps17",4.21270613154321e-92,-0.831323504725201,0.044,0.123,1.44891814688297e-87
"Ncf1",4.57010262435722e-92,0.163420792063616,0.892,0.881,1.57184109662142e-87
"Slc38a1",5.09922195674054e-92,-4.26257445443575,0.001,0.061,1.75382639980134e-87
"Nudt21",8.93509353559475e-92,-0.865325007679847,0.031,0.098,3.07313607063246e-87
"2810408I11Rik",1.48604538624462e-91,-5.35123140913265,0,0.056,5.11110450144975e-87
