gene_id,MUI_Innsbruck.P11_blood_Neutrophil,MUI_Innsbruck.P12_blood_Neutrophil,MUI_Innsbruck.P12_tumor_Neutrophil,MUI_Innsbruck.P13_blood_Neutrophil,MUI_Innsbruck.P13_tumor_Neutrophil,MUI_Innsbruck.P14_blood_Neutrophil,MUI_Innsbruck.P14_tumor_Neutrophil,MUI_Innsbruck.P15_blood_Neutrophil,MUI_Innsbruck.P15_tumor_Neutrophil,MUI_Innsbruck.P16_blood_Neutrophil,MUI_Innsbruck.P16_tumor_Neutrophil,MUI_Innsbruck.P3_blood_Neutrophil,MUI_Innsbruck.P3_tumor_Neutrophil,MUI_Innsbruck.P4_blood_Neutrophil,MUI_Innsbruck.P4_tumor_Neutrophil,MUI_Innsbruck.P5_blood_Neutrophil,MUI_Innsbruck.P5_tumor_Neutrophil,MUI_Innsbruck.P7_blood_Neutrophil,MUI_Innsbruck.P7_tumor_Neutrophil,MUI_Innsbruck.P8_blood_Neutrophil,MUI_Innsbruck.P8_tumor_Neutrophil,MUI_Innsbruck.P9_blood_Neutrophil,MUI_Innsbruck.P9_tumor_Neutrophil
ABCA1,210.0,667.0,87.0,548.0,53.0,236.0,237.0,513.0,707.0,634.0,111.0,479.0,455.0,778.0,124.0,554.0,1134.0,229.0,52.0,495.0,103.0,254.0,483.0
ABCG1,93.0,268.0,68.0,135.0,21.0,147.0,122.0,215.0,473.0,265.0,80.0,137.0,154.0,271.0,110.0,187.0,495.0,82.0,94.0,273.0,74.0,159.0,281.0
ABHD2,420.0,1325.0,60.0,1531.0,108.0,1207.0,138.0,1721.0,387.0,3036.0,186.0,1448.0,589.0,1795.0,31.0,2190.0,907.0,1517.0,212.0,1177.0,60.0,693.0,279.0
ABHD3,96.0,425.0,33.0,595.0,31.0,386.0,163.0,482.0,769.0,1326.0,122.0,852.0,481.0,577.0,31.0,660.0,1492.0,472.0,58.0,625.0,40.0,480.0,249.0
ABHD5,407.0,943.0,374.0,1452.0,226.0,1367.0,482.0,1292.0,1169.0,3103.0,711.0,1109.0,1609.0,1300.0,117.0,2336.0,4095.0,1232.0,373.0,1325.0,198.0,856.0,1046.0
ABI1,130.0,411.0,53.0,526.0,35.0,419.0,173.0,439.0,358.0,1037.0,141.0,616.0,485.0,606.0,51.0,875.0,1165.0,538.0,77.0,485.0,36.0,300.0,222.0
ABTB1,138.0,588.0,32.0,620.0,20.0,426.0,31.0,352.0,129.0,1053.0,58.0,888.0,220.0,962.0,46.0,668.0,292.0,370.0,21.0,640.0,14.0,348.0,78.0
ACAP2,377.0,1547.0,93.0,1863.0,102.0,1374.0,344.0,1381.0,1005.0,3869.0,371.0,1986.0,811.0,1941.0,142.0,2599.0,2753.0,1811.0,213.0,1698.0,102.0,1134.0,566.0
ACIN1,92.0,282.0,28.0,454.0,19.0,327.0,92.0,281.0,261.0,867.0,73.0,338.0,174.0,477.0,47.0,488.0,508.0,349.0,44.0,547.0,12.0,209.0,118.0
ACOX1,58.0,270.0,34.0,486.0,18.0,240.0,31.0,189.0,140.0,867.0,51.0,415.0,223.0,403.0,17.0,438.0,467.0,458.0,65.0,599.0,29.0,316.0,110.0
ACSL1,592.0,6016.0,1169.0,1677.0,480.0,2877.0,1846.0,2702.0,3216.0,5150.0,2140.0,2856.0,6251.0,5019.0,387.0,10326.0,16060.0,1447.0,545.0,1938.0,873.0,1412.0,2796.0
ACSL3,140.0,273.0,81.0,221.0,49.0,238.0,143.0,319.0,241.0,379.0,110.0,363.0,480.0,684.0,53.0,343.0,1041.0,130.0,45.0,215.0,47.0,141.0,161.0
ACSL4,69.0,512.0,77.0,344.0,23.0,421.0,54.0,272.0,267.0,1015.0,112.0,363.0,192.0,875.0,50.0,720.0,775.0,413.0,65.0,501.0,26.0,263.0,108.0
ACSL5,43.0,236.0,32.0,139.0,10.0,116.0,238.0,315.0,955.0,250.0,200.0,100.0,71.0,117.0,115.0,119.0,400.0,97.0,123.0,134.0,24.0,110.0,359.0
ACTB,11575.0,24568.0,5852.0,31865.0,4053.0,23758.0,12320.0,34116.0,17943.0,54530.0,9386.0,14716.0,12897.0,30908.0,2380.0,35117.0,53400.0,21179.0,5710.0,30482.0,3763.0,13732.0,18060.0
ACTG1,1069.0,1702.0,689.0,2874.0,656.0,1838.0,1496.0,3719.0,3344.0,3711.0,1293.0,1578.0,3027.0,2435.0,435.0,3147.0,10895.0,2493.0,1210.0,2209.0,481.0,1286.0,2626.0
ACTN1,214.0,1482.0,147.0,1820.0,123.0,1447.0,572.0,1067.0,832.0,3267.0,504.0,1022.0,937.0,1888.0,132.0,1919.0,3148.0,1175.0,180.0,1704.0,165.0,1049.0,1300.0
ACTN4,189.0,486.0,46.0,891.0,57.0,469.0,205.0,381.0,324.0,995.0,79.0,446.0,446.0,569.0,44.0,640.0,928.0,435.0,50.0,736.0,53.0,447.0,412.0
ACTR2,349.0,2471.0,134.0,3118.0,177.0,2346.0,241.0,1919.0,885.0,6163.0,405.0,2970.0,833.0,3505.0,130.0,4664.0,2506.0,3111.0,365.0,3104.0,130.0,1540.0,395.0
ACTR3,416.0,2209.0,228.0,2760.0,186.0,2010.0,534.0,2525.0,1573.0,4366.0,559.0,2157.0,932.0,2792.0,291.0,3760.0,4507.0,1894.0,362.0,2473.0,207.0,1458.0,1124.0
ADAM10,116.0,384.0,36.0,549.0,22.0,391.0,88.0,418.0,371.0,1085.0,135.0,651.0,292.0,533.0,57.0,922.0,778.0,614.0,88.0,656.0,40.0,384.0,176.0
ADAM17,94.0,364.0,96.0,433.0,63.0,197.0,184.0,274.0,429.0,801.0,163.0,366.0,394.0,493.0,112.0,561.0,1204.0,324.0,78.0,354.0,59.0,255.0,324.0
ADAM8,318.0,1457.0,163.0,1759.0,150.0,1072.0,505.0,994.0,644.0,2161.0,354.0,929.0,993.0,1688.0,99.0,1990.0,2912.0,1191.0,243.0,1442.0,136.0,764.0,1199.0
ADAR,129.0,927.0,73.0,1270.0,77.0,1170.0,200.0,749.0,565.0,2189.0,238.0,1056.0,417.0,2431.0,108.0,1792.0,1115.0,1260.0,140.0,1238.0,43.0,864.0,377.0
ADD1,77.0,343.0,45.0,461.0,34.0,259.0,107.0,245.0,189.0,740.0,72.0,359.0,264.0,422.0,23.0,483.0,718.0,349.0,57.0,436.0,34.0,223.0,213.0
ADD3,320.0,866.0,62.0,894.0,41.0,630.0,73.0,750.0,233.0,2079.0,140.0,804.0,316.0,1000.0,42.0,1109.0,529.0,867.0,82.0,763.0,56.0,480.0,277.0
ADGRE2,224.0,1169.0,112.0,1466.0,161.0,981.0,225.0,1560.0,1217.0,4196.0,943.0,2192.0,878.0,2111.0,167.0,2765.0,2460.0,461.0,136.0,2174.0,255.0,639.0,445.0
ADGRE3,203.0,779.0,57.0,1100.0,178.0,851.0,350.0,941.0,719.0,1640.0,462.0,723.0,537.0,744.0,37.0,1969.0,1999.0,895.0,222.0,1027.0,149.0,615.0,628.0
ADGRE5,139.0,641.0,135.0,1195.0,94.0,998.0,317.0,914.0,671.0,2432.0,249.0,963.0,455.0,852.0,78.0,805.0,1099.0,535.0,112.0,1132.0,92.0,660.0,314.0
ADGRG3,214.0,1149.0,295.0,1320.0,302.0,1567.0,640.0,2148.0,1873.0,3232.0,1359.0,1341.0,1026.0,1940.0,284.0,2904.0,2652.0,890.0,531.0,1205.0,212.0,667.0,1129.0
ADIPOR1,179.0,786.0,65.0,955.0,62.0,888.0,108.0,1109.0,287.0,1921.0,158.0,891.0,462.0,1301.0,58.0,2041.0,1421.0,963.0,140.0,875.0,40.0,495.0,280.0
ADM,127.0,1941.0,1317.0,598.0,305.0,706.0,1675.0,783.0,1842.0,1698.0,2029.0,1023.0,3783.0,2240.0,378.0,2350.0,9603.0,274.0,347.0,1149.0,369.0,372.0,3264.0
AFF1,78.0,415.0,49.0,451.0,37.0,461.0,178.0,332.0,469.0,731.0,128.0,731.0,618.0,818.0,77.0,612.0,1526.0,336.0,77.0,343.0,43.0,290.0,335.0
AFF4,148.0,428.0,97.0,544.0,68.0,430.0,382.0,650.0,1038.0,927.0,157.0,763.0,617.0,619.0,108.0,811.0,2217.0,455.0,116.0,510.0,70.0,349.0,552.0
AFTPH,155.0,436.0,75.0,594.0,54.0,442.0,217.0,610.0,440.0,1018.0,129.0,605.0,556.0,555.0,82.0,985.0,1687.0,586.0,101.0,594.0,36.0,320.0,432.0
AGO2,135.0,288.0,77.0,418.0,69.0,323.0,193.0,473.0,286.0,581.0,158.0,346.0,339.0,339.0,42.0,515.0,1067.0,239.0,100.0,355.0,69.0,221.0,358.0
AGO4,143.0,692.0,27.0,980.0,25.0,643.0,67.0,590.0,303.0,1833.0,112.0,824.0,132.0,873.0,32.0,1216.0,658.0,1006.0,70.0,1034.0,27.0,495.0,72.0
AGTPBP1,389.0,1324.0,113.0,1127.0,72.0,903.0,256.0,1101.0,590.0,2869.0,226.0,1417.0,879.0,1448.0,68.0,2167.0,2206.0,975.0,108.0,1308.0,86.0,750.0,435.0
AHCTF1,154.0,511.0,36.0,738.0,41.0,518.0,131.0,622.0,303.0,1383.0,115.0,874.0,615.0,709.0,34.0,1425.0,1412.0,802.0,116.0,800.0,40.0,427.0,257.0
AIF1,80.0,1639.0,95.0,2953.0,118.0,1449.0,194.0,2102.0,1091.0,4571.0,413.0,1413.0,386.0,2568.0,166.0,3370.0,2786.0,1787.0,265.0,3242.0,146.0,1713.0,733.0
AKAP13,294.0,1105.0,143.0,1284.0,102.0,1261.0,443.0,997.0,1055.0,2861.0,278.0,994.0,873.0,1538.0,122.0,1587.0,2472.0,1231.0,208.0,1429.0,164.0,791.0,605.0
AKAP9,104.0,394.0,65.0,710.0,85.0,477.0,145.0,405.0,339.0,815.0,122.0,627.0,380.0,423.0,38.0,442.0,607.0,656.0,107.0,615.0,73.0,362.0,238.0
AKIRIN2,191.0,319.0,70.0,524.0,42.0,369.0,195.0,754.0,640.0,1236.0,193.0,481.0,438.0,670.0,92.0,554.0,1512.0,273.0,83.0,455.0,55.0,246.0,265.0
AKNA,101.0,366.0,37.0,561.0,25.0,453.0,88.0,398.0,245.0,1046.0,81.0,359.0,167.0,581.0,34.0,612.0,495.0,425.0,42.0,633.0,29.0,350.0,131.0
ALDH1A2,69.0,557.0,144.0,572.0,74.0,501.0,636.0,659.0,1800.0,1683.0,449.0,757.0,1510.0,762.0,266.0,1290.0,4962.0,464.0,202.0,509.0,219.0,407.0,1615.0
ALOX5,210.0,1062.0,159.0,1113.0,150.0,833.0,593.0,745.0,791.0,2042.0,672.0,691.0,1387.0,1399.0,101.0,1808.0,4559.0,926.0,224.0,1123.0,193.0,612.0,968.0
ALOX5AP,1097.0,3958.0,982.0,3745.0,545.0,3009.0,2234.0,4183.0,3606.0,4788.0,2352.0,1824.0,3269.0,4595.0,578.0,6040.0,10945.0,3339.0,1351.0,1968.0,415.0,1827.0,4750.0
ALPK1,88.0,689.0,85.0,697.0,73.0,780.0,292.0,595.0,779.0,1249.0,200.0,784.0,823.0,1148.0,112.0,1365.0,2687.0,623.0,137.0,756.0,76.0,543.0,527.0
ALPL,40.0,1202.0,71.0,453.0,19.0,567.0,72.0,490.0,288.0,1189.0,180.0,520.0,231.0,1488.0,50.0,1090.0,785.0,240.0,45.0,780.0,70.0,246.0,54.0
AMD1,47.0,133.0,34.0,284.0,23.0,193.0,151.0,145.0,388.0,485.0,67.0,200.0,656.0,186.0,48.0,251.0,1602.0,249.0,50.0,330.0,27.0,165.0,288.0
AMN1,23.0,140.0,36.0,134.0,38.0,116.0,207.0,114.0,335.0,328.0,56.0,116.0,451.0,184.0,61.0,287.0,1721.0,121.0,41.0,157.0,32.0,85.0,329.0
AMPD2,85.0,459.0,27.0,542.0,43.0,453.0,68.0,701.0,144.0,1011.0,128.0,502.0,167.0,454.0,22.0,834.0,389.0,283.0,50.0,453.0,28.0,234.0,136.0
AMPD3,59.0,177.0,240.0,138.0,80.0,76.0,418.0,309.0,694.0,271.0,79.0,255.0,370.0,141.0,113.0,560.0,8853.0,178.0,50.0,162.0,168.0,95.0,506.0
ANKRD11,249.0,579.0,70.0,956.0,104.0,563.0,454.0,787.0,478.0,1311.0,192.0,726.0,807.0,831.0,75.0,1126.0,1771.0,625.0,125.0,829.0,89.0,542.0,838.0
ANKRD12,215.0,1263.0,195.0,1523.0,143.0,1271.0,648.0,1141.0,1154.0,2714.0,624.0,1284.0,1081.0,1663.0,299.0,2300.0,4711.0,1343.0,304.0,1433.0,170.0,1017.0,1402.0
ANKRD13A,177.0,708.0,67.0,800.0,46.0,751.0,172.0,713.0,258.0,1568.0,105.0,785.0,375.0,675.0,27.0,1453.0,948.0,713.0,88.0,700.0,42.0,407.0,224.0
ANKRD44,208.0,813.0,84.0,1117.0,90.0,1132.0,311.0,971.0,857.0,2536.0,408.0,1239.0,703.0,1391.0,92.0,1838.0,2240.0,1186.0,223.0,1388.0,137.0,750.0,403.0
ANP32A,669.0,3158.0,207.0,2988.0,151.0,2264.0,404.0,2585.0,1770.0,8180.0,759.0,2919.0,1044.0,4521.0,346.0,6067.0,3948.0,3384.0,387.0,3439.0,138.0,2118.0,917.0
ANPEP,434.0,893.0,32.0,430.0,88.0,420.0,143.0,967.0,359.0,1122.0,155.0,560.0,263.0,674.0,22.0,1235.0,704.0,499.0,117.0,593.0,94.0,274.0,111.0
ANTXR2,235.0,387.0,67.0,515.0,114.0,488.0,236.0,671.0,471.0,936.0,258.0,645.0,612.0,383.0,110.0,775.0,1947.0,514.0,150.0,459.0,115.0,250.0,330.0
ANXA11,391.0,1280.0,143.0,1521.0,151.0,967.0,487.0,1063.0,566.0,2162.0,357.0,841.0,762.0,994.0,44.0,1451.0,2080.0,989.0,160.0,1368.0,130.0,766.0,936.0
ANXA3,46.0,622.0,52.0,266.0,18.0,400.0,65.0,244.0,232.0,865.0,128.0,236.0,200.0,1160.0,48.0,647.0,691.0,272.0,32.0,492.0,43.0,233.0,136.0
AOAH,132.0,752.0,55.0,985.0,79.0,938.0,171.0,587.0,566.0,1846.0,216.0,1025.0,476.0,1156.0,62.0,1809.0,1571.0,814.0,130.0,1759.0,117.0,616.0,182.0
AP1G1,170.0,451.0,49.0,377.0,55.0,310.0,139.0,645.0,376.0,819.0,157.0,562.0,299.0,415.0,59.0,814.0,733.0,315.0,79.0,335.0,47.0,199.0,163.0
AP3B1,177.0,478.0,38.0,600.0,38.0,491.0,128.0,634.0,402.0,1078.0,109.0,678.0,338.0,599.0,50.0,861.0,820.0,538.0,81.0,575.0,44.0,445.0,175.0
AP5B1,151.0,488.0,31.0,771.0,51.0,730.0,57.0,769.0,250.0,1622.0,66.0,613.0,108.0,1196.0,39.0,1148.0,403.0,667.0,33.0,924.0,19.0,388.0,88.0
AP5Z1,38.0,558.0,77.0,294.0,9.0,259.0,259.0,312.0,649.0,819.0,43.0,345.0,199.0,332.0,57.0,816.0,1974.0,194.0,15.0,465.0,44.0,301.0,424.0
APBB1IP,186.0,1264.0,122.0,1928.0,111.0,1773.0,302.0,1052.0,1114.0,4030.0,558.0,1558.0,680.0,2787.0,123.0,2549.0,2793.0,1649.0,279.0,2048.0,109.0,1250.0,433.0
APC,112.0,488.0,24.0,671.0,38.0,524.0,55.0,453.0,211.0,1378.0,69.0,575.0,146.0,634.0,21.0,857.0,509.0,558.0,73.0,843.0,30.0,417.0,98.0
APLP2,359.0,840.0,181.0,1234.0,149.0,873.0,632.0,1133.0,909.0,2082.0,556.0,880.0,1392.0,1065.0,196.0,1523.0,3100.0,1042.0,330.0,1158.0,154.0,512.0,866.0
APMAP,206.0,1036.0,71.0,879.0,50.0,735.0,78.0,628.0,270.0,2521.0,103.0,396.0,306.0,1622.0,36.0,1435.0,618.0,849.0,65.0,853.0,38.0,460.0,104.0
APOBEC3A,189.0,1644.0,107.0,51.0,6.0,1666.0,296.0,1379.0,627.0,3276.0,329.0,1498.0,586.0,3385.0,166.0,2447.0,1503.0,1339.0,222.0,2131.0,171.0,1181.0,719.0
APOL2,15.0,217.0,9.0,341.0,19.0,483.0,91.0,154.0,198.0,671.0,65.0,290.0,96.0,437.0,22.0,342.0,369.0,248.0,24.0,299.0,13.0,240.0,69.0
APOL6,18.0,255.0,34.0,328.0,49.0,850.0,160.0,385.0,428.0,557.0,87.0,446.0,180.0,1265.0,91.0,461.0,542.0,260.0,29.0,270.0,24.0,373.0,183.0
AQP9,592.0,4191.0,645.0,3123.0,1026.0,3256.0,3568.0,3783.0,4214.0,6720.0,3910.0,3614.0,4751.0,4216.0,779.0,9783.0,12094.0,2983.0,1650.0,3629.0,1447.0,1657.0,4058.0
ARAP1,141.0,489.0,37.0,668.0,51.0,444.0,149.0,589.0,496.0,1730.0,136.0,512.0,247.0,568.0,75.0,669.0,744.0,411.0,67.0,564.0,28.0,398.0,269.0
ARF1,299.0,1311.0,144.0,1334.0,86.0,1037.0,340.0,1222.0,694.0,2555.0,357.0,1123.0,650.0,1297.0,120.0,1552.0,1542.0,968.0,146.0,1408.0,79.0,649.0,638.0
ARF3,110.0,420.0,41.0,573.0,33.0,486.0,77.0,425.0,259.0,1035.0,111.0,292.0,102.0,451.0,23.0,596.0,373.0,507.0,62.0,675.0,32.0,425.0,201.0
ARF4,138.0,528.0,59.0,621.0,59.0,363.0,183.0,681.0,530.0,1059.0,290.0,708.0,442.0,478.0,65.0,1100.0,1249.0,506.0,124.0,464.0,60.0,272.0,412.0
ARF6,96.0,403.0,26.0,572.0,15.0,422.0,61.0,347.0,116.0,1205.0,46.0,547.0,132.0,524.0,28.0,604.0,296.0,495.0,33.0,512.0,11.0,279.0,74.0
ARFGAP3,44.0,358.0,52.0,358.0,48.0,309.0,157.0,344.0,320.0,642.0,91.0,454.0,376.0,463.0,50.0,755.0,887.0,277.0,44.0,392.0,30.0,214.0,257.0
ARFIP1,39.0,238.0,28.0,479.0,36.0,344.0,271.0,246.0,544.0,738.0,115.0,439.0,370.0,224.0,94.0,523.0,804.0,300.0,77.0,348.0,69.0,298.0,462.0
ARGLU1,63.0,508.0,43.0,561.0,25.0,382.0,82.0,406.0,331.0,933.0,91.0,404.0,183.0,628.0,28.0,644.0,632.0,453.0,46.0,660.0,48.0,299.0,134.0
ARHGAP15,725.0,2744.0,552.0,2765.0,352.0,3883.0,2030.0,3142.0,2349.0,6703.0,1418.0,3239.0,3171.0,5612.0,512.0,6152.0,9549.0,2874.0,914.0,4417.0,823.0,2217.0,2710.0
ARHGAP25,286.0,1076.0,33.0,1897.0,66.0,1335.0,331.0,1238.0,713.0,3499.0,195.0,1439.0,362.0,1377.0,76.0,2194.0,1736.0,1496.0,118.0,1959.0,50.0,1021.0,429.0
ARHGAP26,1037.0,2664.0,863.0,3121.0,598.0,2552.0,3085.0,3796.0,4284.0,6843.0,2103.0,4169.0,7969.0,3425.0,616.0,5723.0,18837.0,2549.0,1127.0,3268.0,828.0,2168.0,6169.0
ARHGAP30,280.0,915.0,47.0,1391.0,49.0,890.0,82.0,984.0,357.0,2589.0,151.0,924.0,205.0,1487.0,47.0,1720.0,673.0,997.0,75.0,1265.0,26.0,625.0,123.0
ARHGAP9,185.0,1427.0,79.0,2204.0,72.0,1550.0,156.0,1071.0,585.0,4026.0,314.0,1265.0,404.0,1590.0,58.0,1650.0,940.0,1674.0,145.0,2082.0,70.0,1210.0,344.0
ARHGDIA,186.0,339.0,41.0,291.0,32.0,256.0,155.0,402.0,260.0,464.0,105.0,199.0,165.0,210.0,38.0,333.0,558.0,136.0,25.0,232.0,24.0,114.0,212.0
ARHGDIB,873.0,4536.0,247.0,6656.0,261.0,4352.0,315.0,4513.0,1240.0,12967.0,754.0,4798.0,1113.0,4908.0,152.0,8262.0,4080.0,4863.0,497.0,6367.0,190.0,3435.0,777.0
ARHGEF1,122.0,408.0,32.0,626.0,38.0,424.0,76.0,420.0,317.0,1217.0,113.0,338.0,182.0,507.0,41.0,658.0,579.0,369.0,59.0,553.0,24.0,282.0,137.0
ARHGEF2,73.0,318.0,45.0,457.0,38.0,271.0,107.0,280.0,353.0,772.0,98.0,262.0,236.0,321.0,55.0,410.0,843.0,316.0,53.0,455.0,43.0,290.0,166.0
ARHGEF40,59.0,519.0,80.0,1570.0,78.0,966.0,136.0,609.0,702.0,2980.0,123.0,578.0,247.0,869.0,70.0,690.0,1603.0,834.0,105.0,1318.0,53.0,514.0,330.0
ARID1A,151.0,643.0,31.0,956.0,43.0,654.0,76.0,524.0,353.0,1598.0,94.0,615.0,196.0,734.0,37.0,1152.0,447.0,791.0,80.0,849.0,27.0,460.0,134.0
ARID4A,209.0,1029.0,65.0,1437.0,77.0,984.0,184.0,887.0,445.0,2369.0,148.0,1226.0,636.0,1404.0,63.0,2081.0,1874.0,1216.0,141.0,1209.0,44.0,781.0,485.0
ARID4B,409.0,2059.0,193.0,2198.0,189.0,1887.0,542.0,1825.0,1438.0,3883.0,546.0,2229.0,1095.0,2741.0,234.0,3766.0,3704.0,1853.0,267.0,1974.0,167.0,1359.0,963.0
ARIH1,240.0,732.0,147.0,904.0,121.0,909.0,777.0,1301.0,1685.0,1873.0,676.0,1371.0,1607.0,1035.0,185.0,1776.0,4728.0,799.0,318.0,949.0,172.0,554.0,1297.0
ARL5B,23.0,283.0,49.0,119.0,136.0,91.0,536.0,93.0,963.0,161.0,680.0,182.0,714.0,104.0,140.0,698.0,1973.0,88.0,241.0,73.0,182.0,68.0,599.0
ARL6IP5,56.0,402.0,51.0,536.0,32.0,341.0,151.0,444.0,506.0,953.0,117.0,336.0,300.0,553.0,63.0,823.0,1139.0,451.0,87.0,349.0,24.0,361.0,195.0
ARPC2,974.0,4133.0,354.0,5206.0,258.0,3864.0,728.0,3572.0,2030.0,8895.0,721.0,4036.0,2086.0,4788.0,264.0,6351.0,5705.0,4133.0,544.0,4523.0,251.0,2822.0,1534.0
ARPC3,194.0,1154.0,89.0,1542.0,57.0,1304.0,156.0,1348.0,595.0,3438.0,288.0,1366.0,503.0,2005.0,100.0,2469.0,1654.0,1576.0,173.0,1591.0,51.0,743.0,326.0
ARPC4,161.0,379.0,34.0,442.0,27.0,363.0,71.0,343.0,282.0,750.0,94.0,209.0,82.0,357.0,30.0,392.0,412.0,289.0,43.0,472.0,26.0,262.0,144.0
ARPC5,249.0,2730.0,277.0,2909.0,177.0,2419.0,456.0,1627.0,1178.0,7012.0,679.0,2616.0,1111.0,3935.0,249.0,4442.0,4201.0,2714.0,420.0,3503.0,176.0,1664.0,930.0
ARRB2,514.0,3672.0,309.0,4129.0,306.0,4025.0,973.0,2717.0,1631.0,7324.0,1131.0,2181.0,1197.0,4597.0,312.0,4428.0,5211.0,3660.0,643.0,3619.0,331.0,2271.0,1710.0
ARRDC3,218.0,152.0,33.0,317.0,30.0,207.0,125.0,569.0,266.0,517.0,85.0,477.0,359.0,208.0,37.0,366.0,995.0,364.0,33.0,353.0,29.0,182.0,198.0
ASAH1,333.0,2264.0,160.0,2994.0,187.0,1837.0,544.0,2618.0,2060.0,5393.0,626.0,2247.0,672.0,2473.0,347.0,3221.0,3478.0,1850.0,284.0,1936.0,119.0,1289.0,1119.0
ASAP1,550.0,1667.0,167.0,1596.0,175.0,1352.0,690.0,1621.0,1212.0,3946.0,561.0,2157.0,1977.0,2477.0,228.0,3085.0,4975.0,1566.0,295.0,1914.0,184.0,843.0,1082.0
ASH1L,116.0,550.0,58.0,728.0,57.0,610.0,249.0,491.0,558.0,1217.0,171.0,832.0,428.0,653.0,91.0,915.0,1235.0,656.0,147.0,623.0,66.0,489.0,360.0
ASPH,106.0,381.0,176.0,335.0,49.0,230.0,123.0,338.0,278.0,694.0,125.0,553.0,584.0,479.0,80.0,397.0,1868.0,254.0,63.0,357.0,40.0,134.0,439.0
ATF4,91.0,275.0,69.0,469.0,75.0,293.0,426.0,358.0,733.0,971.0,257.0,379.0,1044.0,414.0,131.0,525.0,2350.0,411.0,152.0,426.0,104.0,222.0,846.0
ATF6,53.0,724.0,72.0,810.0,44.0,739.0,156.0,343.0,528.0,1669.0,188.0,805.0,539.0,1089.0,49.0,981.0,1190.0,568.0,81.0,942.0,49.0,693.0,366.0
ATF7IP,44.0,228.0,12.0,563.0,30.0,284.0,72.0,170.0,221.0,1100.0,55.0,402.0,222.0,330.0,33.0,395.0,492.0,482.0,34.0,524.0,33.0,254.0,104.0
ATG16L2,216.0,831.0,52.0,1408.0,87.0,861.0,137.0,1054.0,449.0,2542.0,219.0,873.0,403.0,886.0,49.0,1476.0,1039.0,802.0,104.0,1325.0,84.0,582.0,301.0
ATG2A,202.0,488.0,45.0,547.0,75.0,552.0,204.0,857.0,395.0,914.0,180.0,380.0,301.0,414.0,51.0,797.0,1024.0,304.0,64.0,353.0,42.0,274.0,377.0
ATG3,33.0,287.0,93.0,422.0,71.0,443.0,215.0,252.0,779.0,794.0,205.0,399.0,413.0,577.0,96.0,603.0,1821.0,323.0,144.0,480.0,59.0,277.0,404.0
ATG7,116.0,710.0,135.0,460.0,79.0,414.0,660.0,566.0,1136.0,865.0,340.0,492.0,1032.0,584.0,276.0,1450.0,4173.0,502.0,148.0,453.0,202.0,315.0,1167.0
ATP11B,415.0,1062.0,154.0,756.0,89.0,705.0,297.0,952.0,676.0,1627.0,281.0,1084.0,710.0,1567.0,130.0,1563.0,1939.0,685.0,164.0,738.0,100.0,394.0,384.0
ATP13A3,289.0,236.0,55.0,219.0,89.0,138.0,243.0,352.0,245.0,333.0,324.0,193.0,356.0,340.0,130.0,527.0,2401.0,119.0,105.0,146.0,91.0,84.0,518.0
ATP2B1,973.0,1419.0,248.0,1762.0,267.0,1670.0,1183.0,3655.0,1586.0,3245.0,1238.0,2355.0,1866.0,1964.0,457.0,4292.0,5542.0,1566.0,611.0,1734.0,373.0,887.0,1248.0
ATP5F1E,483.0,2175.0,156.0,2881.0,171.0,1877.0,361.0,1889.0,1236.0,4356.0,467.0,1456.0,676.0,2812.0,172.0,2974.0,2535.0,2343.0,362.0,2807.0,152.0,1676.0,779.0
ATP6AP2,42.0,191.0,26.0,388.0,42.0,317.0,82.0,304.0,213.0,781.0,59.0,273.0,241.0,323.0,25.0,607.0,725.0,495.0,81.0,425.0,28.0,181.0,209.0
ATP6V0B,129.0,442.0,38.0,550.0,31.0,416.0,94.0,485.0,272.0,1037.0,78.0,510.0,216.0,643.0,63.0,625.0,546.0,321.0,45.0,557.0,17.0,278.0,137.0
ATP6V0D1,104.0,618.0,101.0,637.0,68.0,498.0,350.0,618.0,820.0,1262.0,220.0,786.0,911.0,1132.0,142.0,844.0,1766.0,346.0,76.0,765.0,73.0,347.0,680.0
ATP6V0E1,165.0,993.0,112.0,1298.0,79.0,996.0,287.0,975.0,975.0,2518.0,251.0,1065.0,693.0,1424.0,153.0,1836.0,2091.0,1432.0,191.0,1421.0,65.0,810.0,566.0
ATP6V1A,153.0,498.0,57.0,797.0,42.0,536.0,224.0,614.0,427.0,1383.0,113.0,570.0,475.0,572.0,57.0,829.0,1209.0,633.0,89.0,658.0,28.0,558.0,389.0
ATP6V1B2,145.0,508.0,248.0,1525.0,162.0,649.0,675.0,747.0,1851.0,1825.0,389.0,561.0,1367.0,621.0,258.0,872.0,4866.0,1134.0,300.0,1460.0,147.0,825.0,1445.0
ATP6V1C1,17.0,175.0,39.0,143.0,23.0,138.0,229.0,141.0,533.0,376.0,95.0,159.0,347.0,241.0,92.0,450.0,1910.0,138.0,56.0,200.0,57.0,109.0,473.0
ATP6V1D,84.0,336.0,61.0,524.0,35.0,397.0,284.0,702.0,1044.0,974.0,184.0,422.0,360.0,336.0,125.0,576.0,1803.0,308.0,60.0,387.0,69.0,255.0,656.0
ATP6V1E1,49.0,283.0,27.0,455.0,14.0,311.0,141.0,290.0,330.0,798.0,103.0,414.0,255.0,402.0,68.0,436.0,797.0,369.0,61.0,505.0,30.0,252.0,262.0
