"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Mki67",3.95252516672997e-323,8.89432179501951,0.979,0.002,0
"Top2a",5.92878775009496e-323,8.54549104055937,0.967,0.002,0
"Ptma",7.90505033345994e-323,9.07956610338609,0.965,0.002,0
"Tubb5",9.88131291682493e-323,8.96772485483074,0.957,0.002,0
"Tuba1b",1.18575755001899e-322,9.51715282340453,0.95,0.002,0
"S100a6",1.38338380835549e-322,-14.1749286524531,0,0.938,0
"Pclaf",1.58101006669199e-322,10.4649506302027,0.937,0.001,0
"Stmn1",1.77863632502849e-322,10.0705675577112,0.936,0.001,0
"Ran",1.97626258336499e-322,9.57266656769994,0.928,0.001,0
"Retnlg",2.17388884170148e-322,-11.6165435816816,0.001,0.928,0
"Nucks1",2.37151510003798e-322,8.72195813784117,0.924,0.002,0
"Hnrnpab",2.56914135837448e-322,9.17486941601785,0.911,0.001,0
"Smc2",2.76676761671098e-322,9.34160863516027,0.91,0.001,0
"Birc5",2.96439387504748e-322,9.94110947715994,0.905,0.001,0
"Ncapd2",3.16202013338398e-322,8.44749617172839,0.904,0.002,0
"Anp32e",3.35964639172048e-322,9.77188836769974,0.894,0.001,0
"Anp32b",3.55727265005698e-322,4.18178899623849,0.958,0.07,0
"Cdk1",3.75489890839347e-322,9.07134024662068,0.889,0.002,0
"H2ax",3.95252516672997e-322,9.76433891397812,0.888,0.001,0
"Kif15",4.15015142506647e-322,8.23100666108638,0.887,0.002,0
"Ccna2",4.34777768340297e-322,9.83534343359885,0.884,0.001,0
"Tacc3",4.54540394173947e-322,9.24343742613377,0.884,0.001,0
"Dek",4.74303020007597e-322,3.92487139907639,0.945,0.07,0
"Nap1l1",4.94065645841247e-322,4.61026591893038,0.908,0.036,0
"Mmp8",5.13828271674896e-322,-14.1299153632705,0,0.869,0
"Banf1",5.33590897508546e-322,9.65500472058076,0.865,0.001,0
"Cdca8",5.53353523342196e-322,9.34898307305645,0.864,0.001,0
"Tpx2",5.73116149175846e-322,9.21932813784119,0.854,0.002,0
"Rps20",5.92878775009496e-322,6.42093424603711,0.86,0.01,0
"Prc1",6.12641400843146e-322,9.08956209254178,0.849,0.002,0
"Ppia",6.32404026676796e-322,3.64655232773333,0.923,0.082,0
"Kif11",6.52166652510445e-322,9.1306025386322,0.838,0.001,0
"Rrm1",6.71929278344095e-322,9.85074820604987,0.838,0.001,0
"Rrm2",6.91691904177745e-322,9.80148122407874,0.832,0.001,0
"Ube2c",7.11454530011395e-322,8.93292192449931,0.825,0.002,0
"Ssrp1",7.31217155845045e-322,8.67511271576149,0.822,0.001,0
"Nuf2",7.50979781678695e-322,9.32274496327185,0.817,0.001,0
"Cenpe",7.70742407512345e-322,8.45243233970604,0.816,0.002,0
"Nusap1",7.90505033345994e-322,8.64488440870368,0.816,0.002,0
"Usp1",8.10267659179644e-322,3.75269029103371,0.866,0.052,0
"Snrpg",8.30030285013294e-322,10.1965416233541,0.813,0.001,0
"Set",8.49792910846944e-322,9.03064918735773,0.81,0.001,0
"Cbx3",8.69555536680594e-322,2.87551997118577,0.925,0.118,0
"Hdgf",8.89318162514244e-322,3.1027487459535,0.913,0.106,0
"Ccnb2",9.09080788347894e-322,10.3296309055819,0.805,0,0
"Smc6",9.28843414181544e-322,3.86264472640352,0.846,0.045,0
"Incenp",9.48606040015193e-322,4.64505086322524,0.823,0.025,0
"Asf1b",9.68368665848843e-322,9.2125804040723,0.796,0.001,0
"Racgap1",9.88131291682493e-322,9.05915693624687,0.796,0.001,0
"G3bp1",1.00789391751614e-321,8.25825694819994,0.796,0.002,0
"Hsp90aa1",1.02765654334979e-321,4.93428816763442,0.81,0.018,0
"Alyref",1.04741916918344e-321,5.45233217275172,0.804,0.013,0
"Gatm",1.06718179501709e-321,9.18627087012694,0.788,0.001,0
"Ckap2l",1.08694442085074e-321,8.52379089767153,0.784,0.001,0
"Fcnb",1.10670704668439e-321,3.2549630691791,0.923,0.142,0
"Spc25",1.12646967251804e-321,9.89210950762356,0.775,0.001,0
"Smc4",1.14623229835169e-321,2.6473260742244,0.975,0.203,0
"Cks1b",1.16599492418534e-321,8.4243995757254,0.772,0.001,0
"Lsm5",1.18575755001899e-321,4.2485581141283,0.803,0.032,0
"Maz",1.20552017585264e-321,2.28850420608488,0.917,0.146,0
"Cdc25a",1.22528280168629e-321,3.76165268512967,0.821,0.054,0
"Fpr1",1.24504542751994e-321,-9.72772788466176,0.001,0.764,0
"Rpl32",1.26480805335359e-321,4.0219292026574,0.796,0.034,0
"H2az2",1.28457067918724e-321,2.27777255059875,0.92,0.159,0
"Tagln2",1.30433330502089e-321,2.77814360420724,0.934,0.177,0
"Cbx5",1.32409593085454e-321,8.0576499586866,0.758,0.002,0
"Knl1",1.34385855668819e-321,8.58671288480654,0.755,0.001,0
"Ddx39b",1.36362118252184e-321,2.25305652983748,0.895,0.143,0
"Serbp1",1.38338380835549e-321,2.40514109202004,0.883,0.132,0
"Anln",1.40314643418914e-321,4.13513425974689,0.782,0.032,0
"Sgo2a",1.42290906002279e-321,9.44019871895958,0.751,0.001,0
"Hmmr",1.44267168585644e-321,8.69246989845277,0.746,0.001,0
"Tpd52",1.46243431169009e-321,-8.33672604785592,0.002,0.747,0
"Cenpa",1.48219693752374e-321,2.93536687888115,0.845,0.101,0
"Ezh2",1.50195956335739e-321,4.28207160861574,0.772,0.029,0
"Dnmt1",1.52172218919104e-321,3.71202231034138,0.794,0.052,0
"Rps2",1.54148481502469e-321,3.85091773692541,0.78,0.038,0
"Cenpf",1.56124744085834e-321,8.67783521962015,0.738,0.001,0
"Rps8",1.58101006669199e-321,2.29674717452945,0.9,0.164,0
"Hprt",1.60077269252564e-321,2.6415518190304,0.829,0.094,0
"Ncaph",1.62053531835929e-321,9.66044407791961,0.73,0.001,0
"Snrpe",1.64029794419294e-321,4.17306500582779,0.754,0.026,0
"Cdca4",1.66006057002659e-321,2.84251404581971,0.8,0.075,0
"Prr11",1.67982319586024e-321,9.29079534292539,0.721,0.001,0
"Cdca3",1.69958582169389e-321,10.1377826878523,0.719,0,0
"Spc24",1.71934844752754e-321,10.6081171376449,0.719,0,0
"Rpl5",1.73911107336119e-321,2.63131228820238,0.808,0.091,0
"Cdkn2c",1.75887369919484e-321,9.27681051808088,0.716,0.001,0
"Dbf4",1.77863632502849e-321,8.80671375027403,0.715,0.001,0
"Rps17",1.79839895086214e-321,3.03447661497219,0.781,0.068,0
"Srgn",1.81816157669579e-321,-5.5967779392365,0.021,0.734,0
"Hmgb1",1.83792420252944e-321,2.0357363151667,0.925,0.215,0
"Aurkb",1.85768682836309e-321,9.48993385428856,0.711,0.001,0
"Cit",1.87744945419674e-321,5.37508364361426,0.721,0.011,0
"Snrpb",1.89721208003039e-321,2.26875676900701,0.827,0.118,0
"Srsf7",1.91697470586404e-321,2.81632919221298,0.775,0.068,0
"Rpsa",1.93673733169769e-321,4.32451705033855,0.732,0.025,0
"Rps5",1.95649995753134e-321,1.95359609018729,0.905,0.203,0
"Trim59",1.97626258336499e-321,11.2755066265057,0.698,0,0
"Kif23",1.99602520919864e-321,2.26236302385967,0.804,0.107,0
"Ncapd3",2.01578783503229e-321,5.38785926973502,0.703,0.01,0
"Arhgap19",2.03555046086594e-321,2.30281707685704,0.85,0.158,0
"Dlgap5",2.05531308669959e-321,9.96515239874731,0.693,0.001,0
"Kif20b",2.07507571253324e-321,9.15316959397564,0.692,0.001,0
"Mmp9",2.09483833836689e-321,-4.03982129423764,0.278,0.967,0
"Pcna",2.11460096420054e-321,10.7214110697535,0.688,0,0
"Smarca5",2.13436359003419e-321,1.86190237684055,0.882,0.195,0
"Ccnb1",2.15412621586783e-321,8.97140376284796,0.687,0.001,0
"Bub3",2.17388884170148e-321,2.14963613828156,0.849,0.163,0
"Sumo2",2.19365146753513e-321,1.86820915627381,0.909,0.224,0
"E2f8",2.21341409336878e-321,4.65088118317529,0.702,0.018,0
"Lsm6",2.23317671920243e-321,2.63627051591717,0.762,0.08,0
"Mad2l1",2.25293934503608e-321,6.1977300809314,0.687,0.005,0
"Rnps1",2.27270197086973e-321,2.56143800820061,0.755,0.075,0
"Cdkn3",2.29246459670338e-321,9.60060126188494,0.68,0.001,0
"Ckap5",2.31222722253703e-321,2.61410777982383,0.768,0.094,0
"Smc1a",2.33198984837068e-321,1.66596880448526,0.936,0.262,0
"Lig1",2.35175247420433e-321,9.4729206891861,0.674,0.001,0
"Neil3",2.37151510003798e-321,4.17220507949858,0.695,0.022,0
"Kif4",2.39127772587163e-321,9.38466375382237,0.669,0.001,0
"Mis18a",2.41104035170528e-321,2.39595942776206,0.752,0.084,0
"Snrpd1",2.43080297753893e-321,8.77380697098256,0.667,0.001,0
"Hnrnpa3",2.45056560337258e-321,1.66761339190415,0.885,0.221,0
"Pbk",2.47032822920623e-321,10.6829623855718,0.663,0,0
"Dbi",2.49009085503988e-321,3.72934557956026,0.698,0.035,0
"Larp1",2.50985348087353e-321,3.17340821563177,0.713,0.05,0
"Plk4",2.52961610670718e-321,9.82604641473644,0.662,0.001,0
"Rbbp4",2.54937873254083e-321,1.65262145688142,0.884,0.223,0
"Ilf2",2.56914135837448e-321,5.50989725166422,0.669,0.009,0
"Rpia",2.58890398420813e-321,2.21678908948179,0.775,0.116,0
"Pxylp1",2.60866661004178e-321,2.14535176411149,0.789,0.132,0
"Rgcc",2.62842923587543e-321,2.54196136625615,0.734,0.078,0
"Cks2",2.64819186170908e-321,1.72830076253097,0.93,0.276,0
"Ncam1",2.66795448754273e-321,1.58633649492885,0.918,0.264,0
"Eif4a1",2.68771711337638e-321,1.97205028494909,0.777,0.124,0
"Rpl22",2.70747973921003e-321,3.19773278052741,0.695,0.043,0
"Larp1b",2.72724236504368e-321,2.56639901208229,0.739,0.088,0
"Anapc5",2.74700499087733e-321,3.11563265747146,0.701,0.051,0
"Ncapg",2.76676761671098e-321,8.37236026721848,0.649,0.001,0
"Ncapg2",2.78653024254463e-321,4.95412256786374,0.66,0.013,0
"Slc43a3",2.80629286837828e-321,8.76799066772942,0.648,0.001,0
"Kif20a",2.82605549421193e-321,11.1487015032008,0.646,0,0
"Ptpn7",2.84581812004558e-321,1.93308705433129,0.803,0.157,0
"Tra2b",2.86558074587923e-321,1.69015644839565,0.817,0.171,0
"Rpl13",2.88534337171288e-321,1.98648590464962,0.767,0.123,0
"Stil",2.90510599754653e-321,8.23713537418421,0.645,0.001,0
"1700020L24Rik",2.92486862338018e-321,2.86795006868121,0.712,0.07,0
"Syncrip",2.94463124921383e-321,3.20803372811856,0.688,0.047,0
"Tubb4b",2.96439387504748e-321,1.97516732326466,0.789,0.149,0
"Smc3",2.98415650088113e-321,1.63974807535319,0.81,0.172,0
"Ssb",3.00391912671478e-321,1.50562635969719,0.831,0.193,0
"Dpy30",3.02368175254843e-321,4.39336578650481,0.655,0.018,0
"Hacd4",3.04344437838208e-321,-8.21565920934711,0.002,0.639,0
"Mcm5",3.06320700421573e-321,10.4420622577931,0.637,0.001,0
"Rpl28",3.08296963004938e-321,1.68456730011843,0.813,0.179,0
"Brip1os",3.10273225588303e-321,2.55685203473452,0.711,0.079,0
"Ctcf",3.12249488171668e-321,1.32415345289096,0.875,0.243,0
"Ncl",3.14225750755033e-321,1.96245267179746,0.74,0.108,0
"Rps18",3.16202013338398e-321,9.48299235153803,0.633,0.001,0
"Stag1",3.18178275921763e-321,1.65169563266493,0.797,0.165,0
"Bub1",3.20154538505128e-321,9.90886496912134,0.632,0.001,0
"Fam120a",3.22130801088493e-321,1.47789352793932,0.85,0.22,0
"Rbbp7",3.24107063671858e-321,8.54635526957911,0.631,0.001,0
"Csrp1",3.26083326255223e-321,8.60924605566694,0.628,0,0
"Spag5",3.28059588838588e-321,7.90055848053657,0.628,0.001,0
"Cdc20",3.30035851421953e-321,9.29086664064782,0.627,0.001,0
"Depdc1a",3.32012114005318e-321,9.09224607524603,0.627,0.001,0
"Tuba1c",3.33988376588683e-321,1.64038035958697,0.83,0.204,0
"Plk1",3.35964639172048e-321,9.74049792079431,0.626,0.001,0
"Dnajc9",3.37940901755413e-321,9.67668179258595,0.624,0.001,0
"Eif3a",3.39917164338778e-321,1.42617071407959,0.841,0.218,0
"Rps15a",3.41893426922143e-321,1.42275984655526,0.836,0.213,0
"Pbrm1",3.43869689505508e-321,1.28457767856239,0.905,0.283,0
"mt-Nd2",3.45845952088873e-321,1.62974056570638,0.926,0.304,0
"Nono",3.47822214672238e-321,1.43889047963678,0.869,0.247,0
"Reep4",3.49798477255603e-321,3.27021007798727,0.669,0.047,0
"Srsf3",3.51774739838968e-321,1.92559489769026,0.749,0.127,0
"Pmf1",3.53751002422333e-321,3.42472085697587,0.652,0.031,0
"Ptbp1",3.55727265005698e-321,2.99010696937359,0.671,0.05,0
"Stip1",3.57703527589062e-321,3.11460875855843,0.664,0.043,0
"Fbxo5",3.59679790172427e-321,10.372826497152,0.621,0.001,0
"Atp5o",3.61656052755792e-321,1.65517327011629,0.79,0.172,0
"AC159819.1",3.63632315339157e-321,3.64939508025038,0.647,0.029,0
"Suz12",3.65608577922522e-321,1.93316663895634,0.741,0.123,0
"Atad2",3.67584840505887e-321,4.55591579243217,0.634,0.017,0
"Polh",3.69561103089252e-321,5.95972215464286,0.623,0.006,0
"Ndc80",3.71537365672617e-321,9.35514942065175,0.617,0.001,0
"Uhrf1",3.73513628255982e-321,9.73921108937724,0.617,0.001,0
"Rps28",3.75489890839347e-321,1.71512672223097,0.862,0.247,0
"Rangap1",3.77466153422712e-321,8.35670155281209,0.614,0.001,0
"Hsp90b1",3.79442416006077e-321,1.40044654565171,0.855,0.243,0
"Scaf11",3.81418678589442e-321,1.25430787359826,0.866,0.254,0
"Gm28437",3.83394941172807e-321,1.48142168869987,0.871,0.26,0
"Rpl39",3.85371203756172e-321,1.62232039339794,0.792,0.182,0
"Ccnf",3.87347466339537e-321,8.41680602738482,0.608,0.001,0
"Ckap2",3.89323728922902e-321,7.86672875440709,0.609,0.002,0
"Tuba4a",3.91299991506267e-321,1.47296550925327,0.897,0.29,0
"Ero1l",3.93276254089632e-321,1.26842148022088,0.918,0.312,0
"Mat2a",3.95252516672997e-321,4.52526639977046,0.621,0.015,0
"Srsf1",3.97228779256362e-321,2.08980257651133,0.707,0.101,0
"Uchl5",3.99205041839727e-321,2.06313918098727,0.7,0.094,0
"Actn4",4.01181304423092e-321,1.20117324691025,0.937,0.332,0
"Cebpe",4.03157567006457e-321,1.3778876198278,0.832,0.227,0
"Ywhaq",4.05133829589822e-321,1.60424359316772,0.737,0.132,0
"Hexb",4.07110092173187e-321,1.28432746709714,0.894,0.29,0
"Eif2s2",4.09086354756552e-321,1.58886849063518,0.768,0.165,0
"Rpl4",4.11062617339917e-321,1.51804925904794,0.779,0.176,0
"Tmpo",4.13038879923282e-321,1.17943142696471,0.951,0.348,0
"Cdk2",4.15015142506647e-321,1.22765761680408,0.864,0.264,0
"Rps3a1",4.16991405090012e-321,1.44323457769892,0.778,0.179,0
"Topbp1",4.18967667673377e-321,4.29358570969725,0.618,0.019,0
"Baz1b",4.20943930256742e-321,1.34502890248016,0.831,0.235,0
"Spn",4.22920192840107e-321,2.03681701975601,0.706,0.112,0
"Cip2a",4.24896455423472e-321,9.31089747370415,0.594,0.001,0
"Rplp1",4.26872718006837e-321,1.56471617382349,0.753,0.16,0
"Gmnn",4.28848980590202e-321,10.1072307317006,0.591,0,0
"Hpf1",4.30825243173567e-321,3.82464650388569,0.619,0.028,0
"Tmed3",4.32801505756932e-321,2.53497300666501,0.67,0.08,0
"Myadm",4.34777768340297e-321,-7.42367040139487,0.004,0.594,0
"Smchd1",4.36754030923662e-321,1.47913672100571,0.733,0.143,0
"Mrpl18",4.38730293507027e-321,1.82475355024692,0.713,0.124,0
"Atp5a1",4.40706556090392e-321,1.15898567833002,0.838,0.25,0
"Dhx15",4.42682818673757e-321,1.70748133190479,0.725,0.138,0
"Rps7",4.44659081257122e-321,1.33209197692612,0.823,0.236,0
"Eif4g1",4.46635343840487e-321,1.78958563322103,0.725,0.139,0
"Gm49980",4.48611606423852e-321,3.33936261292383,0.623,0.037,0
"Hnrnpa0",4.50587869007217e-321,1.09869104944721,0.841,0.255,0
"Ndufa4",4.52564131590582e-321,2.06877317190589,0.689,0.103,0
"Tardbp",4.54540394173947e-321,1.72485828891141,0.719,0.133,0
"Ppp3cb",4.56516656757312e-321,1.3783791897902,0.779,0.194,0
"Zfp91",4.58492919340677e-321,1.27432044588831,0.789,0.205,0
"Ect2",4.60469181924042e-321,8.21547102010157,0.585,0.001,0
"Rcc2",4.62445444507407e-321,6.99036042242519,0.586,0.002,0
"Rplp2",4.64421707090772e-321,1.37425554631397,0.81,0.227,0
"Psip1",4.66397969674137e-321,2.00311365242911,0.661,0.079,0
"Galnt1",4.68374232257502e-321,1.50326240453414,0.742,0.161,0
"Nsd2",4.70350494840867e-321,3.55738082117495,0.611,0.03,0
"mt-Nd5",4.72326757424232e-321,1.42773364169177,0.958,0.377,0
"Cntrl",4.74303020007597e-321,1.01137990525017,0.897,0.318,0
"Sfxn1",4.76279282590962e-321,8.81525666888314,0.58,0.001,0
"Ppm1g",4.78255545174327e-321,1.64974787050012,0.708,0.13,0
"Stt3b",4.80231807757692e-321,1.82817669257379,0.696,0.118,0
"Xpo1",4.82208070341057e-321,1.80073090182852,0.688,0.111,0
"Khsrp",4.84184332924422e-321,1.12646190895664,0.866,0.29,0
"P4hb",4.86160595507787e-321,1.47839193549663,0.755,0.179,0
"Ypel3",4.88136858091152e-321,-4.22543167228396,0.15,0.726,0
"Rps15",4.90113120674517e-321,2.01541079444767,0.665,0.09,0
"Kif2c",4.92089383257882e-321,8.76719115699467,0.576,0.001,0
"Cenpc1",4.94065645841247e-321,4.30417461279273,0.592,0.019,0
"Atpif1",4.96041908424612e-321,1.44666914632075,0.724,0.152,0
"Sptssa",4.98018171007977e-321,3.65133541877399,0.6,0.028,0
"Dhx9",4.99994433591342e-321,2.27773005784887,0.651,0.08,0
"Eif3h",5.01970696174706e-321,1.24165668774652,0.768,0.197,0
"Ndufc2",5.03946958758071e-321,2.86724710222881,0.622,0.051,0
"Cox5a",5.05923221341436e-321,1.12005938552831,0.856,0.286,0
"Slfn1",5.07899483924801e-321,-3.57986517007679,0.284,0.853,0
"C3",5.09875746508166e-321,1.04916697643323,0.94,0.372,0
"Tmem248",5.11852009091531e-321,1.84001032030927,0.675,0.108,0
"Depdc1b",5.13828271674896e-321,1.88143424890691,0.689,0.122,0
"Cdca7",5.15804534258261e-321,2.48053982266085,0.643,0.077,0
"Sarnp",5.17780796841626e-321,1.22755565000996,0.773,0.208,0
"Arhgap11a",5.19757059424991e-321,2.51899820296866,0.626,0.061,0
"Mlec",5.21733322008356e-321,1.0044891375777,0.889,0.324,0
"U2af1",5.23709584591721e-321,1.30249960687421,0.754,0.189,0
"Cbfb",5.25685847175086e-321,1.07431444468164,0.787,0.223,0
"Eif4e",5.27662109758451e-321,2.77206653756803,0.611,0.048,0
"Me2",5.29638372341816e-321,1.45608733976711,0.743,0.18,0
"Cep128",5.31614634925181e-321,2.14945544983566,0.659,0.097,0
"Gca",5.33590897508546e-321,1.13076080842839,0.857,0.295,0
"Tiam1",5.35567160091911e-321,1.54151594846869,0.726,0.164,0
"M6pr",5.37543422675276e-321,1.66497971539676,0.687,0.126,0
"Adam8",5.39519685258641e-321,-3.46718213856205,0.271,0.832,0
"Rps4x",5.41495947842006e-321,1.20511840865422,0.869,0.309,0
"Arhgef39",5.43472210425371e-321,9.26849068826103,0.56,0.001,0
"Hspa14",5.45448473008736e-321,2.02431183783315,0.65,0.091,0
"Rpl38",5.47424735592101e-321,1.26601711252955,0.76,0.201,0
"Supt16",5.49400998175466e-321,1.33669758737743,0.724,0.165,0
"Nrm",5.51377260758831e-321,3.42968887331261,0.587,0.03,0
"Rpl7a",5.53353523342196e-321,1.30173860379031,0.742,0.185,0
"Sfpq",5.55329785925561e-321,0.976328663222686,0.852,0.295,0
"Cct2",5.57306048508926e-321,1.80652370034699,0.674,0.118,0
"Kcnab2",5.59282311092291e-321,1.06687262135907,0.857,0.301,0
"Cenph",5.61258573675656e-321,8.6026962853925,0.556,0.001,0
"Ybx3",5.63234836259021e-321,7.76372470555644,0.556,0.001,0
"Eri1",5.65211098842386e-321,4.8702557964489,0.566,0.011,0
"Pds5a",5.67187361425751e-321,1.40931088960196,0.738,0.183,0
"Rfwd3",5.69163624009116e-321,2.96902719768575,0.599,0.044,0
"Ccdc34",5.71139886592481e-321,9.28400352492944,0.555,0.001,0
"Iqgap3",5.73116149175846e-321,8.06356810398642,0.555,0.001,0
"Srrt",5.75092411759211e-321,1.50601945485395,0.707,0.154,0
"Nudt3",5.77068674342576e-321,2.7427925226309,0.606,0.054,0
"Gm29216",5.79044936925941e-321,1.01418168483355,0.907,0.356,0
"Tlnrd1",5.81021199509306e-321,2.19136770064027,0.637,0.086,0
"Tmem216",5.82997462092671e-321,1.01445433775587,0.807,0.256,0
"Fzr1",5.84973724676036e-321,1.6465900823738,0.699,0.148,0
"Mis18bp1",5.86949987259401e-321,5.53492217790442,0.557,0.007,0
"mt-Nd1",5.88926249842766e-321,1.64059579801888,0.98,0.43,0
"Ewsr1",5.90902512426131e-321,0.959138582338356,0.796,0.247,0
"Phf2",5.92878775009496e-321,1.45173637283567,0.697,0.148,0
"Srsf6",5.94855037592861e-321,1.44342513250231,0.702,0.153,0
"Ffar2",5.96831300176226e-321,1.1892582080057,0.77,0.222,0
"Gltp",5.98807562759591e-321,0.825871861022069,0.829,0.282,0
"Rack1",6.00783825342956e-321,3.60663951826847,0.569,0.022,0
"Npm1",6.02760087926321e-321,7.29105042825738,0.548,0.002,0
"Elovl5",6.04736350509686e-321,2.66001323739354,0.603,0.058,0
"Jade1",6.06712613093051e-321,3.34071987038641,0.58,0.035,0
"Rpl14",6.08688875676416e-321,7.63678126564864,0.546,0.002,0
"Hmgb3",6.10665138259781e-321,10.0763819057362,0.543,0,0
"Kpnb1",6.12641400843146e-321,1.7167654449361,0.654,0.111,0
"Rps3",6.14617663426511e-321,0.992299544206322,0.9,0.357,0
"Nedd4",6.16593926009876e-321,1.19402491102751,0.776,0.234,0
"Zmpste24",6.18570188593241e-321,0.8677545297171,0.837,0.296,0
"Agps",6.20546451176606e-321,0.842942683190467,0.892,0.352,0
"Cnot6",6.22522713759971e-321,0.922130518470393,0.809,0.269,0
"Ulbp1",6.24498976343336e-321,5.63522938182572,0.547,0.007,0
"Tcea1",6.26475238926701e-321,1.12383088544276,0.759,0.22,0
"Psmd14",6.28451501510066e-321,1.30109455526744,0.714,0.175,0
"Thrap3",6.30427764093431e-321,0.867674847919495,0.856,0.317,0
"Aurka",6.32404026676796e-321,8.6816666687328,0.539,0.001,0
"Snrpd3",6.34380289260161e-321,0.993421725036139,0.768,0.23,0
"Kifc1",6.36356551843526e-321,7.33195424240289,0.539,0.002,0
"Rpl35",6.38332814426891e-321,3.60061627500818,0.561,0.024,0
"Rpl35a",6.40309077010256e-321,0.969364366251953,0.884,0.347,0
"Ska2",6.42285339593621e-321,8.68074914044031,0.538,0.001,0
"Timp2",6.44261602176985e-321,-12.148006719492,0,0.537,0
"Inhba",6.4623786476035e-321,0.993178553478368,0.858,0.321,0
"Junb",6.48214127343715e-321,-7.25763704216991,0.004,0.54,0
"Tsn",6.5019038992708e-321,1.56954930763679,0.668,0.133,0
"Luc7l3",6.52166652510445e-321,1.2806415759277,0.717,0.182,0
"Mcm7",6.5414291509381e-321,9.68472868065322,0.535,0.001,0
"Pnn",6.56119177677175e-321,1.79878616009782,0.641,0.107,0
"Tcerg1",6.5809544026054e-321,3.80520077911933,0.557,0.023,0
"Cntln",6.60071702843905e-321,4.89497043642669,0.544,0.011,0
"Esco2",6.6204796542727e-321,9.4882045550747,0.533,0,0
"Atp5b",6.64024228010635e-321,1.11512703152709,0.725,0.192,0
"Hvcn1",6.66000490594e-321,1.47094862343404,0.697,0.164,0
"Syne2",6.67976753177365e-321,1.51082730199641,0.697,0.164,0
"Hint1",6.6995301576073e-321,9.00320729896299,0.532,0.001,0
"U2af2",6.71929278344095e-321,0.734911201746215,0.901,0.37,0
"Cdc7",6.7390554092746e-321,9.32641836965885,0.531,0.001,0
"Esyt1",6.75881803510825e-321,1.12552272167999,0.758,0.228,0
"Mbnl1",6.7785806609419e-321,0.785340412712101,0.934,0.404,0
"Ptges3",6.79834328677555e-321,1.73211481966403,0.625,0.095,0
"Rock2",6.8181059126092e-321,0.958400688276734,0.789,0.259,0
"Rbl1",6.83786853844285e-321,3.65945317166586,0.554,0.025,0
"Rpa3",6.8576311642765e-321,5.12901557469578,0.537,0.008,0
"Utp3",6.87739379011015e-321,1.434953980755,0.662,0.133,0
"Mtdh",6.8971564159438e-321,1.04634667483772,0.74,0.212,0
"Rpl23",6.91691904177745e-321,0.870706252241862,0.855,0.327,0
"Lockd",6.9366816676111e-321,8.07896927808105,0.528,0.001,0
"Srsf4",6.95644429344475e-321,1.64651288005331,0.641,0.114,0
"Ttk",6.9762069192784e-321,9.07849612694825,0.528,0.001,0
"H1f4",6.99596954511205e-321,2.65584954874129,0.589,0.063,0
"Mcm4",7.0157321709457e-321,4.44457197994977,0.542,0.016,0
"Prtn3",7.03549479677935e-321,6.56808909728835,0.528,0.002,0
"Rpl21",7.055257422613e-321,1.36373652553598,0.672,0.147,0
"Rpl36a",7.07502004844665e-321,10.2765993932504,0.525,0,0
"Prpf40a",7.0947826742803e-321,0.77787364483277,0.853,0.328,0
"Metap2",7.11454530011395e-321,1.53528802680098,0.66,0.136,0
"Rpl18",7.1343079259476e-321,1.23487183106862,0.669,0.145,0
"Rps11",7.15407055178125e-321,0.913738721931922,0.775,0.251,0
"Tfdp1",7.1738331776149e-321,0.846770080998621,0.9,0.376,0
"Rnf4",7.19359580344855e-321,0.934478032878309,0.739,0.216,0
"Rplp0",7.2133584292822e-321,0.969882614092266,0.783,0.26,0
"Snrpb2",7.23312105511585e-321,1.4515232912652,0.664,0.141,0
"Tpi1",7.2528836809495e-321,1.04998190633607,0.717,0.194,0
"Olfml2b",7.27264630678315e-321,0.821901342508316,0.874,0.352,0
"Caprin1",7.2924089326168e-321,1.28274394970254,0.681,0.16,0
"Acadl",7.31217155845045e-321,0.883618929756855,0.817,0.296,0
"Dtymk",7.3319341842841e-321,8.32940861213048,0.521,0.001,0
"Hcfc1",7.35169681011775e-321,1.835552695076,0.628,0.108,0
"Ssr1",7.3714594359514e-321,0.858116851511457,0.767,0.247,0
"Manf",7.39122206178505e-321,2.89536148463566,0.562,0.043,0
"Syngr2",7.4109846876187e-321,0.744717715597289,0.891,0.372,0
"Cox7a2",7.43074731345235e-321,1.00972631312391,0.72,0.202,0
"Lpgat1",7.450509939286e-321,0.749389228312423,0.889,0.371,0
"Ly75",7.47027256511965e-321,0.753030962151137,0.874,0.356,0
"Mgat2",7.4900351909533e-321,2.16339106090318,0.589,0.071,0
"Prkar2a",7.50979781678695e-321,2.11361940470032,0.614,0.096,0
"Rdx",7.5295604426206e-321,1.49212515954273,0.644,0.126,0
"Gm10925",7.54932306845425e-321,1.82424885320894,0.628,0.111,0
"Igfbp4",7.5690856942879e-321,8.2157392716014,0.518,0.001,0
"Kdelr2",7.58884832012155e-321,2.92975114147024,0.556,0.039,0
"Naca",7.6086109459552e-321,1.85807875398977,0.606,0.089,0
"Ndufv2",7.62837357178885e-321,1.43587122701639,0.653,0.136,0
"Tipin",7.6481361976225e-321,8.86217018941403,0.518,0.001,0
"Cnbp",7.66789882345615e-321,0.937948894211161,0.702,0.186,0
"Eif4a3",7.6876614492898e-321,2.03361933154746,0.594,0.078,0
"Kntc1",7.70742407512345e-321,9.71605553552742,0.516,0,0
