"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Btg2",2.2887461681766e-25,-0.218158440906595,0.684,0.738,7.87191357082661e-21
"Rps29",6.06189894443044e-25,0.465207807233217,0.407,0.302,2.0849295229474e-20
"Hexb",7.64939199674275e-25,2.223828473745,0.049,0.012,2.6309318833597e-20
"Klf7",2.72317580819327e-24,0.384444782580441,0.438,0.33,9.36609087469994e-20
"Slc40a1",2.87265909310035e-24,-0.234641656586811,0.65,0.72,9.88022368480933e-20
"Fabp5",2.9628660178251e-24,-0.486518157477675,0.284,0.365,1.01904813817077e-19
"Fgl2",4.49159197883338e-24,-0.164763060644974,0.797,0.829,1.54483814519995e-19
"Spn",6.73490636892516e-24,4.68905550046021,0.025,0.002,2.31640369652812e-19
"Dpep2",9.29283755244506e-24,4.45938415852213,0.022,0.001,3.19617854778795e-19
"Asnsd1",1.07863001698271e-23,0.863517718890113,0.171,0.098,3.70984008041035e-19
"Fpr2",1.44998530343665e-23,0.289243252662733,0.646,0.544,4.98707945264e-19
"Fth1",3.29290802818771e-23,-0.14598449153004,0.873,0.912,1.13256278721488e-18
"Ncf4",3.91699264185724e-23,0.451535305629,0.388,0.286,1.34721044924038e-18
"5830428M24Rik",1.02202125872907e-22,-0.846773740260034,0.097,0.167,3.51513991727276e-18
"Carns1",2.48137859169662e-22,-0.795303038655882,0.11,0.18,8.53445352828137e-18
"Tpd52",3.35877685395354e-22,-0.108524174523156,0.929,0.948,1.15521771114878e-17
"H2-Q10",3.48608576150046e-22,-0.217960049908067,0.646,0.699,1.19900433681047e-17
"Crispld2",3.90991145415232e-22,0.570947614561478,0.28,0.19,1.34477494554115e-17
"Itgb7",4.07109887694839e-22,3.34803265035556,0.023,0.001,1.40021374773763e-17
"Gcnt2",5.44195755669858e-22,-0.172785826694776,0.731,0.771,1.87170688205091e-17
"Hck",7.88153977200439e-22,0.318910290797665,0.56,0.457,2.71077678918319e-17
"Ndrg1",9.18119506406488e-22,-0.882471692836073,0.088,0.154,3.15778023033448e-17
"Lhx1",1.46316415006512e-21,-1.88997106360761,0.015,0.05,5.03240677773396e-17
"Ctdsp2",1.57813006933201e-21,0.435991167945949,0.365,0.267,5.4278205604605e-17
"Plin3",1.78277933615763e-21,-1.00876794618012,0.068,0.127,6.13169124878055e-17
"Adrb2",2.62197019111183e-21,0.346288379156135,0.455,0.353,9.01800427531004e-17
"B230303A05Rik",2.86424620012612e-21,0.469658768479853,0.323,0.23,9.85128838071377e-17
"Xbp1",6.00214764480472e-21,-0.373773955162061,0.375,0.451,2.06437866095414e-16
"Rnd1",7.34553136320991e-21,0.829654997046321,0.162,0.093,2.52642205706242e-16
"Il15",8.55396788457257e-21,-0.487056084446924,0.252,0.339,2.94205171421989e-16
"Fau",1.19194384091672e-20,-0.258033826637229,0.53,0.593,4.09957164644898e-16
"Prnp",1.21494621247976e-20,1.8595675776332,0.052,0.015,4.17868600320288e-16
"Ifi204",1.31989967483141e-20,-0.793002828406455,0.106,0.17,4.53966294161515e-16
"Pla2g7",1.43801969108683e-20,-0.200394306892807,0.664,0.716,4.94592492552405e-16
"Vsir",1.65591159962148e-20,0.299551240417521,0.563,0.462,5.69534235573812e-16
"Ikbke",1.74074152774793e-20,2.3558928391445,0.039,0.01,5.98710641053622e-16
"F5",1.89808182074428e-20,-0.838360833245937,0.092,0.157,6.52826261426787e-16
"Ppt1",2.09955350953818e-20,-0.463025811517135,0.273,0.352,7.22120434070563e-16
"Rpl14",2.26133926991448e-20,4.1045904125388,0.023,0.002,7.77765028494386e-16
"CT010467.1",3.72491624613025e-20,0.109455416712593,0.945,0.912,1.28114769369404e-15
"Ifitm1",6.84722543065179e-20,0.141914334707907,0.888,0.84,2.35503471461838e-15
"Trf",9.1912244058586e-20,-0.922826080809995,0.074,0.13,3.16122972215101e-15
"Shc1",1.71246052183488e-19,-0.732902913675201,0.124,0.186,5.88983671879888e-15
"Klra17",1.79094870047786e-19,0.550855299882051,0.236,0.157,6.15978896042356e-15
"Rdh12",1.80151682322711e-19,0.491743665931609,0.316,0.228,6.19613696180731e-15
"Mef2c",1.97862138089318e-19,5.969744564883,0.018,0.001,6.80527037744399e-15
"Gm31814",2.47537190827166e-19,-1.21441089104491,0.039,0.083,8.51379414130953e-15
"mt-Cytb",2.62536893299771e-19,0.378304453798228,0.452,0.359,9.02969390815232e-15
"Stfa2l1",2.81117827233611e-19,0.345005340647702,0.482,0.385,9.66876654987283e-15
"Rpl22",3.18022589347404e-19,1.30746586908513,0.079,0.034,1.09380689380146e-14
"Igsf8",3.28427155288172e-19,-7.93547953304863,0,0.013,1.12959235789814e-14
"Junb",3.29155583000927e-19,-0.11637383700594,0.905,0.924,1.13209771217339e-14
"Snrpg",3.82370509284577e-19,3.91945150153527,0.022,0.002,1.31512512963337e-14
"Vasp",3.94114505581106e-19,0.119236451401649,0.911,0.872,1.35551743049566e-14
"Ier5",4.21966661154671e-19,-0.125530768060187,0.834,0.855,1.45131213437538e-14
"Anxa5",4.51782864728926e-19,5.29427284407305,0.019,0.001,1.55386198494867e-14
"Rps28",5.01091580956748e-19,2.76806541907613,0.024,0.003,1.72345438354264e-14
"Rpl32",9.35087967212122e-19,3.06467305316225,0.024,0.003,3.21614155442937e-14
"Hdc",1.34946183992196e-18,-0.120590831008832,0.839,0.865,4.64133905222758e-14
"Nlrp3",1.47446213544692e-18,-0.218738361109366,0.564,0.615,5.07126506865612e-14
"Il2rg",1.55825293326819e-18,5.15830977362669,0.018,0.001,5.35945513868262e-14
"Ints6l",1.92557276807557e-18,0.607194853025335,0.22,0.145,6.62281497851911e-14
"Cxcr1",1.93028487625518e-18,-1.17098477407497,0.038,0.082,6.63902180339207e-14
"Gm46224",1.96169944535282e-18,-1.30368889759305,0.028,0.068,6.7470690723465e-14
"Mpzl3",1.99075719716189e-18,-0.77374312585418,0.1,0.158,6.8470103039186e-14
"Ppia",2.48259213386322e-18,1.60938334725411,0.053,0.018,8.53862738520917e-14
"Oasl2",3.27122582414692e-18,-0.177105139609045,0.703,0.743,1.12510540995709e-13
"Efr3a",4.00408635181533e-18,4.56621497244946,0.019,0.001,1.37716545984336e-13
"Cpt1a",4.43754257107111e-18,-0.721279437973145,0.113,0.177,1.5262483918942e-13
"Tpt1",4.81597105338222e-18,0.10082230243188,0.94,0.921,1.65640508410028e-13
"Il10ra",4.97885974446884e-18,1.52660757478192,0.059,0.022,1.71242902051261e-13
"Cd93",8.4899173152838e-18,-9.02288302754479,0,0.011,2.92002216141871e-13
"Hgsnat",8.66753308133904e-18,-0.50164345009488,0.202,0.264,2.98111132799575e-13
"Tspo",9.28926035268493e-18,0.360628202756358,0.436,0.345,3.19494820570245e-13
"Lcn2",9.64628362828004e-18,0.14423435142611,0.863,0.808,3.31774279111064e-13
"Lst1",1.15606472043801e-17,-0.436941724660601,0.273,0.351,3.9761689994745e-13
"Slc1a5",1.24897709069542e-17,4.00073956836056,0.02,0.002,4.29573180573782e-13
"Hacd4",1.41964446052704e-17,-0.263579842447013,0.442,0.497,4.88272515753671e-13
"Rpl17",1.46677312697338e-17,-0.387112976649895,0.309,0.379,5.04481949291223e-13
"Scimp",1.93380154089006e-17,3.76494906425086,0.02,0.001,6.65111701973728e-13
"Prcp",2.58482797657509e-17,8.60603209023643,0.013,0,8.89025734263236e-13
"Abcg1",2.9370559160832e-17,-0.575470441809586,0.157,0.219,1.01017101177766e-12
"Cct2",3.83214047767581e-17,2.38542958496991,0.032,0.007,1.31802639589182e-12
"Dad1",4.82244053639732e-17,5.61698852709828,0.016,0.001,1.65863019808849e-12
"Gstm1",4.90428179238424e-17,4.34041365412514,0.019,0.001,1.68677867967264e-12
"Arrdc4",4.95798886798054e-17,-0.720210528047673,0.106,0.165,1.70525069125323e-12
"Klf3",5.08848986799669e-17,-0.249840002167826,0.525,0.588,1.75013520519878e-12
"Taldo1",7.41447874031714e-17,-0.116378187629155,0.888,0.919,2.55013581794468e-12
"Eif3i",9.75635111539735e-17,4.70038297825452,0.017,0.001,3.35559940262977e-12
"Ddx28",1.15583486051814e-16,2.11266557360493,0.035,0.008,3.9753784192661e-12
"Mbp",1.21273319749241e-16,-0.313463450933777,0.376,0.434,4.17107455945539e-12
"Psmb10",1.25530326199611e-16,6.71818922304547,0.015,0,4.31749003930941e-12
"Tctex1d2",1.26900369726818e-16,-0.682002395570892,0.113,0.172,4.36461131638418e-12
"Fxyd5",1.47263585576045e-16,-0.110905538304291,0.859,0.877,5.06498376230249e-12
"Sh3bgrl",1.60063693320542e-16,3.2969152081302,0.021,0.002,5.50523066806671e-12
"Ldlrad3",1.68284645091091e-16,6.14653653583676,0.015,0.001,5.78798208326299e-12
"Eid1",2.30812521311421e-16,-0.514703228807666,0.191,0.254,7.93856585798501e-12
"Glipr1",2.45185007925998e-16,-0.226709629599084,0.529,0.582,8.43289316260678e-12
"AW011738",2.60273692413281e-16,-1.52401774823265,0.017,0.048,8.95185337686238e-12
"Rpl3",2.64767992678405e-16,3.83906595600564,0.019,0.002,9.10643034018107e-12
"Marchf7",2.73758948204992e-16,-0.169602852580088,0.642,0.676,9.41566526456249e-12
"Dusp5",2.89223530496754e-16,0.793771311230921,0.143,0.086,9.94755410790534e-12
"Trim30b",5.39465090015902e-16,-0.136645014239181,0.673,0.691,1.85543623060069e-11
"Pqlc3",5.57633022619515e-16,-0.677066121278672,0.111,0.16,1.91792301799756e-11
"Sh2d3c",5.97774521118348e-16,-0.185725974479637,0.559,0.594,2.05598568793445e-11
"Brd8dc",6.33947166809285e-16,0.847384596227502,0.125,0.074,2.18039788552385e-11
"Igfbp6",6.99583465729834e-16,0.531709761481471,0.188,0.125,2.40614737203119e-11
"Znrf1",7.38150648185173e-16,-0.3921579915715,0.277,0.341,2.53879533936808e-11
"Gm48786",1.00516013510176e-15,-0.799661530401046,0.075,0.128,3.45714776866900e-11
"Sgms1",1.10400917615026e-15,0.318952296998008,0.444,0.357,3.7971291604512e-11
"Cytip",1.4079743220948e-15,-0.160843224953069,0.663,0.698,4.84258688341284e-11
"Tlr7",1.8646128108758e-15,8.5319084083123,0.012,0,6.41314930172622e-11
"Ncor2",1.86587861261139e-15,6.28757602443115,0.014,0,6.41750290021562e-11
"Mir142hg",1.9383402664486e-15,-0.186913486031984,0.672,0.725,6.66672751242332e-11
"Sbno2",2.00545016440167e-15,-0.168637020583775,0.622,0.658,6.89754529544312e-11
"Mboat7",2.08011365846849e-15,0.294642112775445,0.411,0.327,7.15434291693652e-11
"Agap1",2.40707697034204e-15,0.480210386019568,0.226,0.158,8.2789005317944e-11
"Oasl1",2.4643900744491e-15,-0.770434942833641,0.081,0.133,8.47602322206023e-11
"Bmf",3.05527581514165e-15,-5.50748238515237,0,0.011,1.05083156385982e-10
"Nlrp12",3.06877122905922e-15,-0.306473207797197,0.368,0.427,1.05547317652263e-10
"Tg",3.16415345516069e-15,2.61021501992805,0.023,0.003,1.08827893936797e-10
"Ogt",4.12340590001882e-15,-0.309550911908579,0.362,0.422,1.41820422525247e-10
"Itgb1",4.46513699760762e-15,1.1235574051968,0.071,0.032,1.53573921895716e-10
"Cgnl1",5.62596816566742e-15,-4.90975320080174,0,0.011,1.93499549089965e-10
"Gm35853",6.07216053038171e-15,-0.787536453109575,0.077,0.127,2.08845889281948e-10
"Prmt1",8.69681525558604e-15,5.60807269749724,0.014,0.001,2.99118263900626e-10
"Plxdc2",1.05011519457857e-14,-0.15277873759647,0.63,0.659,3.61176620023355e-10
"Neurl3",1.08722169488397e-14,-0.306349618416141,0.382,0.448,3.73939029738393e-10
"Socs3",1.2647339384509e-14,-0.191435788200886,0.607,0.661,4.34992590790802e-10
"Cd300c2",1.26800599191501e-14,-0.759960031085109,0.083,0.13,4.36117980859248e-10
"Snx5",1.33225904726075e-14,4.7813504176927,0.015,0.001,4.58217176714862e-10
"Slc2a3",1.37754699325778e-14,-0.157031251808525,0.643,0.679,4.7379351286108e-10
"Gm39556",1.52322977417398e-14,-0.444395924941157,0.228,0.296,5.23899648529397e-10
"Trib1",1.59613770108888e-14,0.385272515369084,0.346,0.267,5.48975600912508e-10
"Gm15987",1.66969697628002e-14,3.64233777211085,0.014,0.001,5.74275578021751e-10
"Cd300lb",2.08403559578083e-14,-0.187944365361663,0.591,0.634,7.16783202812859e-10
"Nop10",2.13110254769079e-14,5.41453854014857,0.014,0.001,7.32971410252771e-10
"Lgals3",2.14487119727529e-14,-0.240980535990554,0.446,0.498,7.37706999590865e-10
"Il1rap",2.44306191747726e-14,0.272447246265307,0.444,0.363,8.40266715897129e-10
"Ehd4",2.46893588809202e-14,3.56048921768178,0.018,0.002,8.49165809350369e-10
"Ier2",2.50383875620216e-14,-0.310112692586478,0.37,0.434,8.61170301808171e-10
"Trim12c",3.10199657397678e-14,-0.363568562855877,0.3,0.366,1.06690070165357e-09
"Cnn2",3.73051885084376e-14,-0.178325289241145,0.616,0.664,1.2830746535592e-09
"Tle5",4.96224943042261e-14,-0.329060619830619,0.331,0.394,1.70671606909955e-09
"Abi3",5.20095823458081e-14,8.29404372173931,0.011,0,1.78881757520172e-09
"Retnlg",5.65640919771753e-14,-0.100101429712488,0.859,0.903,1.94546537946297e-09
"Slc38a2",6.2440250369646e-14,0.354875833003448,0.372,0.293,2.1475699712136e-09
"Myd88",7.84841039174396e-14,-0.221957570006352,0.469,0.509,2.69938227013642e-09
"Hcar2",8.35044296712019e-14,-0.578332762775636,0.13,0.184,2.87205135411132e-09
"Nav1",8.87516862690447e-14,3.37017095328572,0.013,0.001,3.05252549753752e-09
"Ccl4",8.98335584337358e-14,1.1800430243878,0.068,0.032,3.08973540876991e-09
"Sc5d",1.0452667108165e-13,-0.528913341498844,0.156,0.212,3.59509032518226e-09
"Ywhab",1.47843925945836e-13,0.417888014993103,0.289,0.217,5.0849439889811e-09
"Mpp1",1.51337658524696e-13,-0.427829092142668,0.23,0.292,5.20510742729839e-09
"Msn",1.62563210482634e-13,0.137377893865725,0.83,0.771,5.59119906133972e-09
"Zfp36l2",1.64621402401218e-13,0.126249281789519,0.872,0.829,5.6619885141875e-09
"Gm34084",1.90791123742126e-13,-0.868123817838851,0.059,0.1,6.5620699099867e-09
"Rplp1",2.16745747593075e-13,0.536608636629594,0.208,0.146,7.45475324271623e-09
"Rsad2",2.48240357468036e-13,-0.572222333312488,0.131,0.184,8.53797885475562e-09
"Icam1",2.82739669517538e-13,1.29186714017351,0.056,0.024,9.7245481933862e-09
"Trpm2",3.12706154536704e-13,-0.390576326521578,0.224,0.276,1.07552154791354e-08
"Ybx3",3.45894738777204e-13,3.61865061177842,0.016,0.001,1.18967036455032e-08
"Gm20395",3.48610307680571e-13,8.26025868113897,0.01,0,1.19901029223656e-08
"Olfm4",3.65529756663061e-13,1.20291625197682,0.061,0.027,1.25720304506693e-08
"Rassf4",4.13013605232918e-13,2.61613300432448,0.019,0.003,1.4205189938381e-08
"Slc11a1",4.658016969581e-13,0.284227772216449,0.303,0.238,1.60207835651769e-08
"Eif2s3y",5.18218261032325e-13,0.62742553153285,0.134,0.084,1.78235988699458e-08
"Ccl3",5.47764990569791e-13,1.07205984455317,0.075,0.039,1.88398290856574e-08
"Agpat4",7.47265193122151e-13,4.45582298133339,0.012,0,2.57014390522433e-08
"Lpar6",8.35663679921482e-13,6.53433969037567,0.011,0,2.87418166072195e-08
"Filip1l",8.95656099434104e-13,4.62176916177816,0.012,0,3.08051958839366e-08
"Lbr",1.04322674325954e-12,-0.105577538123651,0.643,0.653,3.58807406076686e-08
"Pglyrp1",1.50358063495266e-12,0.116976449256425,0.86,0.81,5.17141523585618e-08
"Fbxl5",1.53363147064685e-12,0.210684828173185,0.598,0.519,5.27477208014277e-08
"Sgms2",1.71880899916284e-12,-0.35046524293525,0.285,0.345,5.91167167172067e-08
"Npc2",1.72513974427505e-12,0.650856260906148,0.149,0.098,5.93344563645961e-08
"Ier3",1.74580026727082e-12,0.453417409481877,0.227,0.165,6.00450543925125e-08
"Cotl1",1.9044942929249e-12,0.200975368180054,0.611,0.534,6.55031767108591e-08
"E2f2",2.19893435588538e-12,-0.459838149986597,0.181,0.234,7.56301482363216e-08
"Klhl6",2.51413180617217e-12,1.26422155446831,0.051,0.024,8.64710493414855e-08
"Asprv1",3.50912731533599e-12,0.295080761870363,0.401,0.326,1.20692924883666e-07
"H2az1",3.65436906240428e-12,0.344156938226844,0.352,0.28,1.25688369532333e-07
"Rtp4",3.92214955080369e-12,-0.267962810154384,0.309,0.345,1.34898411650342e-07
"2310001H17Rik",4.21963216964616e-12,-0.344002626540648,0.291,0.353,1.4513002884281e-07
"Gnb2",5.20875157187754e-12,0.202187559837228,0.581,0.504,1.79149801563156e-07
"Cap1",5.86365501369699e-12,0.15177009842192,0.749,0.681,2.01674550541094e-07
"Rpl35",5.89513755908623e-12,3.13323928082253,0.017,0.002,2.02757361207212e-07
"Snrpb",5.937476140945e-12,0.707051492794828,0.111,0.067,2.04213554391662e-07
"Rasa3",6.17728683723332e-12,-0.297326991781225,0.341,0.399,2.12461603479803e-07
"Pomp",6.83162244103292e-12,0.999972619365157,0.073,0.038,2.34966822236886e-07
"Gsn",7.48956553017881e-12,-0.310957093161491,0.332,0.395,2.5759611684497e-07
"St3gal6",7.56286396419691e-12,0.239720328431378,0.379,0.311,2.60117143184589e-07
"Rarg",7.92916615109373e-12,-0.801759493533028,0.058,0.094,2.72715740600718e-07
"Pitpna",8.00356725983018e-12,0.333786669715474,0.362,0.291,2.75274692334599e-07
"Clec4n",8.33883571374579e-12,1.10087837446445,0.055,0.025,2.86805915538573e-07
"Ppp4c",1.01057540920739e-11,0.195754184015828,0.476,0.404,3.47577306242789e-07
"Selenop",1.27230431273701e-11,-0.731535341316659,0.071,0.108,4.37596345322766e-07
"Mfsd14b",1.60570238222097e-11,-0.276106512188794,0.352,0.406,5.52265277341081e-07
"Gngt2",1.62659444142379e-11,1.13761028974275,0.058,0.028,5.594508921833e-07
"H4c9",1.64808964019745e-11,-0.83233045955303,0.053,0.09,5.66843950849511e-07
"Itgam",1.92118517352943e-11,0.127745714182605,0.81,0.754,6.60772428583711e-07
"Ncf1",1.96098100075571e-11,0.220158010631369,0.522,0.447,6.74459805399921e-07
"Rtn3",2.05019031352093e-11,0.19283037267693,0.578,0.504,7.0514245643239e-07
"mt-Atp8",2.48099750006434e-11,2.00412136943028,0.027,0.008,8.5331428017213e-07
"Fbxo31",3.08239927829109e-11,-0.596642187597276,0.103,0.147,1.06016040777544e-06
"Gm19696",3.82859006742506e-11,-0.463578613002744,0.155,0.2,1.31680526779017e-06
"Snx18",3.91500713158422e-11,0.204003852508911,0.481,0.409,1.34652755283708e-06
"Hexim1",4.0671963939866e-11,0.210082712514535,0.502,0.429,1.39887152774775e-06
"Cystm1",4.25715010173217e-11,-1.91337320185272,0.005,0.02,1.46420420598976e-06
"Hint1",4.35063066556828e-11,3.99190806456673,0.013,0.002,1.49635591111555e-06
"Sfpq",4.49717367881605e-11,0.379590457560066,0.247,0.187,1.54675791509199e-06
"Tnfsf9",4.79475800522744e-11,1.34194217975728,0.04,0.016,1.64910906831793e-06
"Fyn",5.03759712181645e-11,5.74644797244269,0.01,0,1.73263115407755e-06
"Cyp4f18",5.17348413248176e-11,-0.231138282554691,0.346,0.381,1.77936813252578e-06
"Rhob",5.90955296853087e-11,-0.205751782131857,0.518,0.564,2.03253164799651e-06
"B4galt3",6.25089691313338e-11,-0.418941620128075,0.184,0.233,2.1499334843031e-06
"Glul",6.54639826378413e-11,0.327698304437657,0.321,0.255,2.25156821884591e-06
"Rpl10-ps3",6.92848376237135e-11,1.77248799409313,0.029,0.009,2.38298270523e-06
"Slc9a9",7.03851598322363e-11,-0.785389896811913,0.058,0.095,2.42082718726994e-06
"Isg15",7.2963101388963e-11,-0.570844965949818,0.101,0.137,2.50949290917199e-06
"Rassf3",7.42401213101597e-11,-0.157683459124574,0.521,0.548,2.55341473234163e-06
"Rab32",7.55054946717883e-11,0.287932836716387,0.362,0.293,2.59693598374149e-06
"Gm17455",7.55669946937659e-11,-1.13775803028411,0.024,0.051,2.59905121549738e-06
"Hsd17b11",7.7043287154926e-11,0.254645388415866,0.4,0.33,2.64982681840653e-06
"4833407H14Rik",8.56699960615409e-11,-0.440762182144218,0.18,0.232,2.94653384454064e-06
"Celf2",8.98312998177613e-11,0.124599668978021,0.732,0.666,3.08965772593208e-06
"Gnb1",9.02671826194082e-11,0.257045142420177,0.437,0.366,3.10464947901193e-06
"Cpd",9.04475067389906e-11,-0.155195927722829,0.562,0.596,3.11085154678084e-06
"Sfxn3",9.09017123348527e-11,2.72876593045355,0.015,0.002,3.12647349404492e-06
"Nop56",9.5444979253178e-11,3.37032039924481,0.013,0.001,3.2827346164338e-06
"Krt80",9.93058690446043e-11,-0.605273439659007,0.09,0.128,3.41552605992012e-06
"Comt",1.01046450251137e-10,-2.9969178321892,0.001,0.011,3.47539160993762e-06
"Klf10",1.10764410979225e-10,-0.536122894267657,0.126,0.175,3.80963115121947e-06
"Igf1r",1.1376331607941e-10,-0.189340871158405,0.544,0.593,3.91277549323524e-06
"Rpl35a",1.18330721222341e-10,0.462281386938673,0.207,0.152,4.06986682572118e-06
"Asb7",1.23713049981535e-10,-0.302212702739105,0.269,0.309,4.25498664106493e-06
"Pilra",1.25684294707435e-10,0.129462146020009,0.744,0.678,4.32278563216753e-06
"Rasgrp4",1.28259085300709e-10,0.128706965482739,0.689,0.622,4.41134297983257e-06
"Tmem140",1.28290266904595e-10,-0.71191538788968,0.068,0.106,4.41241543991664e-06
"Dcakd",1.29756210111306e-10,-0.688404245014778,0.077,0.116,4.46283509056826e-06
"Ddx60",1.3502262455788e-10,-0.421935521315382,0.166,0.205,4.64396814904371e-06
"Ndufb5",1.44149626374565e-10,3.4566144960529,0.013,0.002,4.9578822495268e-06
"Smc6",1.45922592325862e-10,1.26041764643248,0.046,0.021,5.01886164045568e-06
"Crybg3",1.63380938223332e-10,0.507621795138828,0.135,0.091,5.61932398925329e-06
"Tmem243",1.71059701908695e-10,0.497476101698235,0.156,0.107,5.88342738744767e-06
"Ddx17",1.76406778459663e-10,-0.251097481786386,0.368,0.413,6.06733473834164e-06
"Banf1",1.95923313110866e-10,3.29086418412152,0.014,0.002,6.73858643113511e-06
"Cry1",1.95993103490695e-10,0.739805826058063,0.095,0.057,6.74098680145895e-06
"Acot7",1.97703626599641e-10,-0.926896975836409,0.04,0.069,6.79981853326804e-06
"Adamtsl4",2.12029391551891e-10,1.58784259022244,0.033,0.012,7.29253889303572e-06
"Hsh2d",2.13471392086044e-10,-0.561265399900558,0.102,0.141,7.34213505940738e-06
"E230001N04Rik",2.40655490204853e-10,1.24129296647607,0.04,0.017,8.27710493010573e-06
"Il6ra",2.59762377336981e-10,0.178707129452858,0.594,0.523,8.93426720612814e-06
"Gadd45a",2.74033950148126e-10,-0.201859238676264,0.451,0.491,9.42512368139465e-06
"Nos2",2.88754639407948e-10,1.44276462643087,0.036,0.014,9.93142706779696e-06
"Ifit3",2.90343108397246e-10,-0.884738625824027,0.045,0.077,9.98606087021488e-06
"4930581F22Rik",2.93512818655239e-10,-0.512528264035912,0.126,0.176,1.00950798848283e-05
"Dus2",3.41474770279980e-10,2.58664631112697,0.017,0.003,1.17446832490096e-05
"Aldoa",3.7350920349081e-10,-0.120717520078058,0.705,0.738,1.28464755448629e-05
"Pnp",3.7480931995752e-10,0.395298988433984,0.252,0.195,1.28911917506189e-05
"Erap1",4.04772826387467e-10,2.90545946443825,0.015,0.003,1.39217565907705e-05
"Drap1",4.25889697760547e-10,0.336389852364483,0.301,0.238,1.46480502647762e-05
"Fam32a",4.31464740780786e-10,-0.185145329740217,0.481,0.518,1.48397982944144e-05
"Cep83",4.97452976792644e-10,0.660847049557263,0.094,0.058,1.71093976838062e-05
"Gtpbp4",6.09249944247426e-10,4.25121888487681,0.011,0.001,2.0954542582446e-05
"Fgd4",6.37047571395638e-10,0.276023965450998,0.338,0.274,2.19106141705816e-05
"Lmna",6.73906009260471e-10,2.50734382124002,0.014,0.002,2.31783232825046e-05
"Pde7b",6.74276204226619e-10,-0.607941833460285,0.089,0.13,2.31910557681704e-05
"Gk",7.00768780745156e-10,0.28517351791982,0.336,0.272,2.41022414449489e-05
"Irf1",8.29920227644893e-10,-0.162605455949955,0.572,0.61,2.85442763096185e-05
"Rpl31",8.35068461445191e-10,0.593160431299704,0.129,0.086,2.87213446629459e-05
"Nfic",8.40999930244472e-10,-0.272862463175716,0.29,0.328,2.89253516008284e-05
"Pik3ip1",8.66217882708099e-10,1.59399628796128,0.025,0.007,2.97926978578623e-05
"Ppp1r18",9.2223077551685e-10,0.116592085929535,0.675,0.612,3.17192052931265e-05
"Ptpre",9.32053684627663e-10,-0.194443350465086,0.494,0.54,3.20570544290838e-05
"Prkcb",9.50798148627579e-10,0.148620685890833,0.628,0.561,3.27017515238969e-05
"Myo1g",9.53350253830283e-10,0.859142953161031,0.076,0.044,3.27895286302388e-05
"Rpl35a-ps2",9.84772493912757e-10,1.1081792093539,0.048,0.023,3.38702651556354e-05
"Anp32b",1.0457985748818e-09,0.580345881691582,0.127,0.084,3.59691961844847e-05
"Ptprj",1.08469917866851e-09,0.40942054864025,0.227,0.172,3.73071435511246e-05
"Ifi27",1.11483356572407e-09,-0.634962079618148,0.08,0.115,3.83435856595137e-05
"Anxa6",1.13283233288459e-09,0.677738925815002,0.1,0.062,3.89626352572325e-05
"Esyt1",1.2282071078352e-09,0.706693313141866,0.101,0.065,4.22429552668838e-05
"Gbp9",1.28651866276673e-09,-1.29367249655966,0.017,0.038,4.42485228871988e-05
"Ly6c2",1.2888302614837e-09,-0.238945939482549,0.297,0.326,4.43280280134704e-05
"Wfdc18",1.3534959065169e-09,0.931625682775849,0.062,0.033,4.65521382087423e-05
"Ehd1",1.36837162047156e-09,0.428444471955864,0.198,0.147,4.70637735144989e-05
"Slc44a2",1.68927502044259e-09,-0.177607163820461,0.523,0.567,5.81009250531025e-05
"Cd177",1.84260601389915e-09,0.227249722343899,0.311,0.257,6.33745912420473e-05
"Rps26",1.86054837758786e-09,0.336449709834116,0.276,0.218,6.3991700898757e-05
"Calm1",1.91490194452178e-09,0.152931011765446,0.667,0.602,6.58611374798821e-05
"Rfx2",1.97836756524025e-09,0.405588184393156,0.182,0.134,6.8043974038873e-05
"Actn1",2.09052237841742e-09,0.1050229599863,0.749,0.724,7.19014266832887e-05
"Fas",2.10609405974002e-09,0.502588146801422,0.166,0.119,7.24369990906981e-05
"Egr1",2.15960416081414e-09,-0.756394685683926,0.052,0.077,7.42774255070416e-05
"Slc38a1",2.21258308635236e-09,3.16054262421115,0.013,0.002,7.60995826720032e-05
"Cby1",2.27170992671334e-09,-1.12793918634195,0.023,0.046,7.81331912193786e-05
"1810013L24Rik",2.27808301218598e-09,0.246445747300739,0.395,0.33,7.83523871211245e-05
"Rps24",2.50783009131694e-09,0.410453753277305,0.224,0.171,8.62543081607549e-05
"Aldh2",2.65793143941021e-09,-0.284172665493433,0.238,0.272,9.14168939270747e-05
"Snx10",2.71093542153357e-09,0.343517004144979,0.274,0.216,9.32399128882255e-05
"Sirpb1c",2.79107946642729e-09,-0.135529616482776,0.512,0.535,9.59963871683002e-05
"Abhd15",2.94227893246073e-09,-0.82882142117187,0.045,0.074,0.000101196741603055
"Prkcd",3.06717087945875e-09,0.185607066966202,0.51,0.443,0.000105492275228104
"H2-Q7",3.55720063899594e-09,1.59224202599873,0.029,0.011,0.000122346358777626
"Plxnc1",3.73042216349895e-09,0.517569988662417,0.14,0.097,0.000128304139891383
"Samd9l",3.79641376074211e-09,-0.2864779184664,0.239,0.272,0.000130573854886964
"Eps8",3.90679995753087e-09,0.648248966706188,0.085,0.052,0.000134370477739317
