"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Rnf141",1.16311357742358e-66,-0.725882884629813,0.477,0.398,4.00041283819066e-62
"Usp9x",1.2531996306403e-66,0.325616045067306,0.45,0.185,4.31025480962426e-62
"Slc25a37",1.25610484864868e-66,-0.848819949670564,0.439,0.381,4.32024701644226e-62
"St3gal5",1.28879522310506e-66,-0.808072220083194,0.718,0.761,4.43268229034753e-62
"Hnrnpa2b1",1.29174089765924e-66,0.752431323953125,0.969,0.769,4.4428136434092e-62
"Hexim1",1.30096567344448e-66,-0.605364386385949,0.424,0.305,4.47454133724495e-62
"Tpp2",1.44832806091721e-66,0.880125875811311,0.504,0.155,4.98137953271866e-62
"Oga",1.44882515089035e-66,-0.90338911185506,0.496,0.485,4.98308922397228e-62
"Ddx1",1.58306750921116e-66,10.1063808333695,0.267,0,5.44480239118086e-62
"Net1",1.58306750921138e-66,10.1066183857719,0.267,0,5.44480239118164e-62
"Pif1",1.58306750921147e-66,10.3234762243911,0.267,0,5.44480239118195e-62
"Tex30",1.5830675092117e-66,10.1480232029545,0.267,0,5.44480239118272e-62
"Brd4",1.68504118308084e-66,-0.142752796193207,0.828,0.592,5.79553064508824e-62
"Ndufs4",1.71147800866273e-66,0.167011947590002,0.527,0.259,5.8864574629946e-62
"Cox5a",1.81950211054293e-66,0.781386481160503,0.866,0.395,6.25799555900135e-62
"Taf12",1.8303651081412e-66,0.109796307515208,0.401,0.177,6.29535775294084e-62
"Rtf1",2.16286376793851e-66,1.00450347379962,0.55,0.167,7.43895364344771e-62
"4932438A13Rik",2.29620370922097e-66,-0.757127478619793,0.45,0.383,7.8975630374946e-62
"Nedd9",2.33900830944934e-66,-0.724025735920516,0.649,0.618,8.04478517952007e-62
"H13",2.37407664675752e-66,-0.75324801123737,0.435,0.354,8.16539921885783e-62
"Lrif1",2.85141961785713e-66,0.212340339251891,0.427,0.19,9.80717263365782e-62
"Txnrd1",2.86711925706875e-66,0.756780598594761,0.573,0.213,9.86116997276226e-62
"Psmc3",2.87835409371387e-66,1.45933120480533,0.485,0.107,9.89981106991948e-62
"Cisd2",3.00285667920167e-66,1.24754270116316,0.443,0.102,1.03280252624462e-61
